"718
PHM SCI","","","","","","","","","","","","","","","","","","",""
"","990
085","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
086","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","47","",".",".",".",".",".",".",".","89.4",".",".",".","10.6",".",".",".","."
"PHM SCI
718","Dept. Total","936","3.454","45.9","18.2","15.5","6.1","3.3","0.4","0.1","4.7",".","4.9",".","0.5","0.2",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"718
PHM SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","10","3.700","50.0","40.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","69","3.650","69.6","15.9","5.8","2.9","1.4","2.9","1.4",".",".",".",".",".",".",".",".","."
"Junior","","62","3.829","80.6","6.5","6.5",".","3.2",".",".","3.2",".",".",".",".",".",".",".","."
"Senior","","109","3.862","87.2","3.7","5.5","0.9","1.8",".",".",".",".",".",".",".",".",".","0.9","."
"Undergraduates","","250","3.788","79.2","9.2","6.0","1.2","2.0","0.8","0.4","0.8",".",".",".",".",".",".","0.4","."
"Graduate","","113","3.708","11.5","6.2",".",".",".",".",".","37.2",".","40.7",".","4.4",".",".",".","."
"Prof Yr 1","","138","2.968","8.7","26.8","29.7","21.0","12.3","0.7",".",".",".",".",".",".","0.7",".",".","."
"Prof Yr 2","","400","3.521","46.8","23.3","21.0","6.3","2.3","0.3",".",".",".",".",".",".","0.3",".",".","."
"Prof Yr 3","","34","3.700","58.8","26.5","14.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","573","3.349","38.2","24.4","22.7","9.4","4.5","0.3",".",".",".",".",".",".","0.3",".",".","."
"","Dept. Total","936","3.454","45.9","18.2","15.5","6.1","3.3","0.4","0.1","4.7",".","4.9",".","0.5","0.2",".","0.1","."
