"Human Embryology","742
001","5","***","","","","","","","","","","","","","","",".",".","",".",".",".",".","."
"Adv Pract-Genetic Counselng","814
005","5","***","","","","","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","990
049","4","***","","","","","","","","","","","","","","",".",".","",".",".",".",".","."
"Seminar in Genetics","993
001","5","***","","","","","","","","","","","","","","",".",".","",".",".",".",".","."
"MD GENET
616","Dept. Total","128","3.882","81.3","8.6","5.5",".","",".","",".","",".","",".","",".",".","",".","3.1","0.8",".","0.8","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"616
MD GENET","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".",".",".",".",".","."
"Sophomore","","6","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".",".",".",".",".","."
"Junior","","8","3.895","87.5",".","12.5",".","",".","",".","",".","",".","",".",".","",".",".",".",".",".","."
"Senior","","38","3.968","86.8","7.9",".",".","",".","",".","",".","",".","",".",".","",".",".","2.6",".","2.6","."
"Undergraduates","","55","3.962","89.1","5.5","1.8",".","",".","",".","",".","",".","",".",".","",".",".","1.8",".","1.8","."
"Special","","2","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".",".",".",".",".","."
"Graduate","","71","3.810","74.6","11.3","8.5",".","",".","",".","",".","",".","",".",".","",".","5.6",".",".",".","."
"","Dept. Total","128","3.882","81.3","8.6","5.5",".","",".","",".","",".","",".","",".",".","",".","3.1","0.8",".","0.8","."
