"","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"999","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","022","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","023","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","032","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","047","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","056","","6","4.000","33.3",".",".",".",".",".",".",".",".",".",".",".","66.7",".",".","."
"999","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","059","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","067","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","072","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","085","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","092","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","095","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"999","156","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","159","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","Course Total","","62","3.986","75.8","1.6",".",".",".",".",".","8.1",".",".",".","3.2","11.3",".",".","."
