"","999
155","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
160","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
162","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Readng & Rsch-Marketing PhD","Course Total","9","4.000","66.7",".",".",".",".",".",".","11.1","",".",".","",".","11.1","",".",".","11.1","."
"MARKETNG
237","Dept. Total","1572","3.419","32.4","33.5","25.4","5.3","2.3","0.4","0.1","0.3","",".",".","",".","0.1","",".",".","0.3","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"237
MARKETNG","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","124","3.311","10.5","50.8","30.6","8.1",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","331","3.334","19.6","39.9","32.0","6.6","0.9","0.3","0.3",".","",".",".","",".",".","",".",".",".","0.3"
"Senior","","644","3.332","26.6","32.5","28.7","6.8","4.5","0.8",".","0.2","",".",".","",".",".","",".",".",".","."
"Undergraduates","","1100","3.331","22.7","36.7","29.9","6.9","2.9","0.5","0.1","0.1","",".",".","",".",".","",".",".",".","0.1"
"Special","","24","3.175","16.7","16.7","33.3","12.5","4.2",".",".",".","",".",".","",".",".","",".",".","16.7","."
"Graduate","","446","3.675","57.0","26.2","13.9","1.1","0.7",".",".","0.7","",".",".","",".","0.2","",".",".","0.2","."
"Prof Yr 2","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","2","3.750","50.0","50.0",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","1572","3.419","32.4","33.5","25.4","5.3","2.3","0.4","0.1","0.3","",".",".","",".","0.1","",".",".","0.3","0.1"
