"","990
057","2","***","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
058","1","***","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
060","3","***","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Research","Course Total","19","4.000","94.7",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","5.3",".",".","."
"OBS&GYN
436","Dept. Total","118","3.646","69.5","9.3","19.5","0.8","",".","",".","",".","",".","",".",".","",".","",".","0.8",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"436
OBS&GYN","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","3","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Junior","","4","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Senior","","14","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","21","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Graduate","","35","4.000","97.1",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","2.9",".",".","."
"Prof Yr 3","","61","3.505","42.6","18.0","37.7","1.6","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Professionals","","62","3.508","43.5","17.7","37.1","1.6","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","118","3.646","69.5","9.3","19.5","0.8","",".","",".","",".","",".","",".",".","",".","",".","0.8",".",".","."
