"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","","","",""
"AMN","College Total","420","3.840","83.3","10.0","4.5","1.0","0.5","",".","0.5","",".","",".",".",".","",".","",".",".",".","0.2"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","P","","I","","NW","NR","Other"
"AMN","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","106","3.818","77.4","15.1","4.7","0.9","0.9","",".",".","",".","",".",".",".","",".","",".",".",".","0.9"
"Sophomore","","93","3.738","79.6","10.8","6.5","1.1",".","",".","2.2","",".","",".",".",".","",".","",".",".",".","."
"Junior","","93","3.845","82.8","10.8","4.3","2.2",".","",".",".","",".","",".",".",".","",".","",".",".",".","."
"Senior","","117","3.932","92.3","5.1","2.6",".",".","",".",".","",".","",".",".",".","",".","",".",".",".","."
"Undergraduates","","409","3.846","83.4","10.3","4.4","1.0","0.2","",".","0.5","",".","",".",".",".","",".","",".",".",".","0.2"
"Special","","13","3.652","84.6",".","7.7",".","7.7","",".",".","",".","",".",".",".","",".","",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".","",".",".","",".","",".",".",".","",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".","",".",".","",".","",".",".",".","",".","",".",".",".","."
"","College Total","423","3.840","83.5","9.9","4.5","0.9","0.5","",".","0.5","",".","",".",".",".","",".","",".",".",".","0.2"
