"","990
018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
021","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
035","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","13","",".",".",".",".",".",".",".","38.5",".",".",".","61.5",".",".",".","."
"ART HIST
180","Dept. Total","788","3.323","34.1","25.1","14.2","7.1","4.6","1.6","1.5","9.0",".",".",".","1.3","0.9",".","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","",""
"Freshmen","","57","3.230","26.3","29.8","21.1","15.8","5.3",".","1.8",".",".",".",".",".",".",".",".","."
"Sophomore","","148","3.274","26.4","36.5","19.6","8.8","5.4","1.4","1.4",".",".",".",".",".","0.7",".",".","."
"Junior","","132","3.250","34.1","27.3","15.9","7.6","8.3","3.8","1.5","0.8",".",".",".",".","0.8",".",".","."
"Senior","","286","3.270","34.6","29.4","15.7","8.0","4.5","2.1","2.1","1.7",".",".",".","0.7","1.0",".",".","."
"Undergraduates","","623","3.262","31.8","30.7","17.2","8.8","5.6","2.1","1.8","1.0",".",".",".","0.3","0.8",".",".","."
"Special","","71","3.697","12.7",".","1.4","1.4",".",".",".","84.5",".",".",".",".",".",".",".","."
"Graduate","","94","3.822","66.0","7.4","4.3",".","1.1",".","1.1","5.3",".",".",".","8.5","2.1",".","4.3","."
"","Dept. Total","788","3.323","34.1","25.1","14.2","7.1","4.6","1.6","1.5","9.0",".",".",".","1.3","0.9",".","0.5","."
