"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","226
011","18","3.278","22.2","16.7","55.6","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","226
012","19","3.237","36.8","26.3","15.8","10.5","5.3",".","5.3",".",".",".",".",".",".",".",".","."
"","226
013","9","3.222","11.1","33.3","44.4","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","226
014","17","3.676","47.1","41.2","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
016","11","3.318","9.1","54.5","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","226
017","12","3.292","33.3","8.3","41.7","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","226
018","8","3.063",".","25.0","62.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","226
019","16","2.900","6.3","25.0","37.5","6.3","12.5","6.3",".","6.3",".",".",".",".",".",".",".","."
"","226
020","18","3.176","16.7","11.1","55.6","11.1",".",".",".",".",".",".",".",".",".",".","5.6","."
"","226
021","18","3.176","16.7","22.2","38.9","11.1","5.6",".",".","5.6",".",".",".",".",".",".",".","."
"","226
022","20","3.400","30.0","35.0","25.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","226
023","20","3.075","10.0","35.0","40.0","10.0",".",".","5.0",".",".",".",".",".",".",".",".","."
"","226
024","18","3.361","22.2","38.9","33.3",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"Interm Lang Prac-","Course Total","360","3.333","26.7","29.2","33.3","6.4","2.8","0.3","0.6","0.6",".",".",".",".",".",".","0.3","."
"Latin America-Introduction","260
001","14","3.464","42.9","21.4","28.6",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"","311
001","7","3.571","42.9","28.6","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
003","17","3.647","52.9","23.5","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
311","16","3.433","31.3","37.5","12.5","6.3","6.3",".",".","6.3",".",".",".",".",".",".",".","."
"","311
006","16","3.531","31.3","43.8","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
008","13","3.346","23.1","30.8","38.5","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","010
311","19","3.278","15.8","52.6","10.5","10.5",".","5.3",".","5.3",".",".",".",".",".",".",".","."
"","311
011","12","3.727","50.0","33.3","8.3",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"","311
012","16","3.563","50.0","18.8","25.0","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","311
013","18","3.278","22.2","50.0","16.7","5.6",".",".","5.6",".",".",".",".",".",".",".",".","."
"","311
014","13","3.769","61.5","30.8","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
015","17","3.735","58.8","29.4","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
016","20","3.675","50.0","35.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
017","17","3.706","52.9","35.3","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
018","8","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Language Practice","Course Total","209","3.556","41.6","34.9","17.7","2.9","0.5","0.5","0.5","1.4",".",".",".",".",".",".",".","."
"","319
001","18","3.217","33.3","22.2","27.8",".","11.1","5.6",".",".",".",".",".",".",".",".",".","."
"","319
002","20","3.632","65.0","10.0","15.0",".",".","5.0",".","5.0",".",".",".",".",".",".",".","."
"Topics in Span Lang Pract","Course Total","38","3.432","50.0","15.8","21.1",".","5.3","5.3",".","2.6",".",".",".",".",".",".",".","."
"","320
001","23","3.391","39.1","26.1","17.4","8.7","8.7",".",".",".",".",".",".",".",".",".",".","."
"","320
002","20","3.425","45.0","25.0","20.0",".","5.0","5.0",".",".",".",".",".",".",".",".",".","."
"","003
320","24","3.875","87.5","4.2","4.2","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","320
004","25","3.860","80.0","12.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","320
005","24","3.167","37.5","16.7","25.0",".","16.7",".","4.2",".",".",".",".",".",".",".",".","."
"","320
006","13","3.231","46.2",".","30.8",".","23.1",".",".",".",".",".",".",".",".",".",".","."
"Spanish Phonetics","Course Total","129","3.519","57.4","14.7","16.3","2.3","7.8","0.8","0.8",".",".",".",".",".",".",".",".","."
"","322
001","22","2.932","22.7","27.3","18.2","4.5","18.2","4.5","4.5",".",".",".",".",".",".",".",".","."
"","322
002","22","3.295","22.7","27.3","40.9","4.5","4.5",".",".",".",".",".",".",".",".",".",".","."
"Survey of Early Hispanic Lit","Course Total","44","3.114","22.7","27.3","29.5","4.5","11.4","2.3","2.3",".",".",".",".",".",".",".",".","."
"","324
001","22","3.023","31.8","18.2","27.3","4.5","4.5","9.1","4.5",".",".",".",".",".",".",".",".","."
"","324
002","24","3.813","70.8","20.8","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"June 23, 2011","","","","","","","","","","","","","","","","","","Page 310 of 403",""
