"","990
097","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
098","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
101","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","134","",".",".",".",".",".",".",".","76.1",".",".",".","22.4","0.7",".","0.7","."
"PHYSICS
754","Dept. Total","3029","3.046","24.3","19.1","21.5","14.9","12.6","1.6","0.8","3.7",".",".",".","1.0","0.3",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","198","3.006","31.3","13.1","22.2","18.2","9.1","3.5","2.5",".",".",".",".",".",".",".",".","."
"Sophomore","","672","2.982","20.1","19.0","24.3","19.3","14.9","1.3","0.7",".",".",".",".",".","0.3",".",".","."
"Junior","","958","2.953","19.8","20.1","22.1","17.6","17.3","2.2","0.4",".",".",".",".",".","0.2",".","0.1","."
"Senior","","802","3.089","27.1","19.7","24.7","13.2","12.2","1.4","1.1","0.2",".",".",".",".","0.4",".",".","."
"Undergraduates","","2630","3.003","23.0","19.2","23.5","16.8","14.5","1.8","0.9","0.1",".",".",".",".","0.3",".","0.0","."
"Special","","40","3.415","35.0","17.5","10.0","15.0","2.5",".",".","20.0",".",".",".",".",".",".",".","."
"Graduate","","362","3.657","33.4","18.5","8.6","1.4",".",".",".","28.7",".",".",".","8.3","0.8",".","0.3","."
"","Dept. Total","3032","3.046","24.4","19.1","21.5","14.9","12.6","1.6","0.8","3.8",".",".",".","1.0","0.3",".","0.1","."
