"ATMOSPHERIC & OCEANIC SCIE Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","","",""
"999
029
Advanced Independent Study","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"ATM OCN
Dept. Total
640","755","3.202","38.5","14.3","15.8","11.5","7.2","2.9","1.5","5.3","",".","0.8","",".","0.7","1.2","0.1","0.3","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","74","3.160","31.1","28.4","13.5","12.2","9.5","2.7","2.7",".","",".",".","",".",".",".",".",".","."
"Sophomore","246","3.131","36.6","10.2","22.8","15.0","11.4","2.4","1.6",".","",".",".","",".",".",".",".",".","."
"Junior","123","3.117","41.5","15.4","11.4","16.3","6.5","6.5","2.4",".","",".",".","",".",".",".",".",".","."
"Senior","170","3.246","44.1","15.9","17.6","10.0","5.3","3.5","1.2",".","",".","1.2","",".",".","1.2",".",".","."
"Undergraduates","613","3.160","39.0","15.0","17.9","13.5","8.5","3.6","1.8",".","",".","0.3","",".",".","0.3",".",".","."
"Special","26","3.870","65.4",".","3.8",".",".",".",".","15.4","",".",".","",".",".","3.8","3.8","7.7","."
"Graduate","116","3.559","30.2","13.8","6.9","3.4","1.7",".",".","31.0","",".","3.4","",".","4.3","5.2",".",".","."
"Dept. Total","755","3.202","38.5","14.3","15.8","11.5","7.2","2.9","1.5","5.3","",".","0.8","",".","0.7","1.2","0.1","0.3","."
