"ENGLISH","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","","",""
"Studies in Criticism","Course Total","","35","3.500","48.6","28.6","14.3","2.9","2.9",".","2.9",".",".",".",".",".",".",".",".","."
"553","001","","14","3.321","28.6","14.3","50.0","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"553","002","","19","2.861","21.1","15.8","15.8","10.5","26.3","5.3",".","5.3",".",".",".",".",".",".",".","."
"Modern Critical Theories","Course Total","","33","3.063","24.2","15.2","30.3","9.1","15.2","3.0",".","3.0",".",".",".",".",".",".",".","."
"563
Studies in Narrative Lit","001","","35","3.969","85.7","5.7",".",".",".",".",".","2.9",".",".",".",".","2.9",".","2.9","."
"570
Women's Traditions in Novel","001","","27","3.462","29.6","33.3","29.6","3.7",".",".",".","3.7",".",".",".",".",".",".",".","."
"574
Fem Thry&Women Writng-English","002","","7","3.250","28.6","14.3","14.3","28.6",".",".",".",".",".",".",".",".","14.3",".",".","."
"591
Topic-Ethnic&Multicultr Lit","001","","30","3.328","36.7","20.0","30.0","3.3","3.3",".","3.3",".",".",".",".",".","3.3",".",".","."
"610
The American Short Story","001","","36","3.614","52.8","30.6","11.1",".",".",".","2.8","2.8",".",".",".",".",".",".",".","."
"626
Theme in 19th C Amer Lit","001","","34","3.578","29.4","50.0","14.7",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"630
Theme in 20th C Amer Lit","001","","36","2.958","30.6","22.2","13.9","8.3","8.3","16.7",".",".",".",".",".",".",".",".",".","."
"654","001","","12","3.727","50.0","33.3","8.3",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"654","002","","9","3.500","44.4","33.3","11.1",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"Race & Sexuality in Amer Lit","Course Total","","21","3.625","47.6","33.3","9.5",".","4.8",".",".","4.8",".",".",".",".",".",".",".","."
"672
Selected Topics:Afro-Am Lit","001","","9","3.556","44.4","22.2","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"681","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sr Honors Thesis in Major","Course Total","","3","***","","","","","","","","","","","","","","","",""
"682","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sr Honors Thesis in Major","Course Total","","3","***","","","","","","","","","","","","","","","",""
"692","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","075","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","3","***","","","","","","","","","","","","","","","",""
"695","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","002","","10","3.750","70.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","003","","12","3.833","75.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","004","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Creative Writing","Course Total","","43","3.895","86.0","7.0","7.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","093","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","102","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"June 23, 2011","","","","","","","","","","","","","","","","","","","Page 206 of 403",""
