"","999
057","13","4.000","76.9",".",".",".","",".",".","",".",".",".","",".",".","",".","23.1",".",".","."
"","999
061","4","***","","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
203","1","***","","","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","36","4.000","72.2",".",".",".","",".","",".",".","5.6","",".",".","",".",".","19.4",".","2.8","."
"ELPA
305","Dept. Total","435","3.905","60.7","6.4","1.8","0.2","",".","",".","0.2","18.9","",".",".","",".","3.9","7.6",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"305
ELPA","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","3.500",".","100.0",".",".","",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","2","3.250",".","50.0","50.0",".","",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","4","3.375",".","75.0","25.0",".","",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","","6","3.917","83.3","16.7",".",".","",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","13","3.615","38.5","46.2","15.4",".","",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Special","","37","3.957","56.8","5.4",".",".","",".","",".",".","29.7","",".",".","",".",".","8.1",".",".","."
"Graduate","","382","3.926","60.5","4.7","1.3",".","",".","",".","0.3","18.6","",".","2.4","",".","4.5","7.6",".","0.3","."
"Prof Yr 2","","6","3.583","50.0","33.3",".","16.7","",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","6","3.800","66.7",".","16.7",".","",".","",".",".",".","",".",".","",".",".","16.7",".",".","."
"Professionals","","12","3.682","58.3","16.7","8.3","8.3","",".","",".",".",".","",".",".","",".",".","8.3",".",".","."
"","Dept. Total","444","3.905","59.5","6.3","1.8","0.2","",".","",".","0.2","18.5","",".","2.0","",".","3.8","7.4",".","0.2","."
