"RELIGIOUS STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"856
RELIG ST","","","","","","","","","","","","","","","","","","","","","",""
"Directed Study","Course Total","2","***","","","","","","","","","","","","","","","","","","",""
"RELIG ST
856","Dept. Total","564","3.369","32.4","29.4","16.5","5.9","4.6","1.8","0.9","3.5","",".","2.3","",".","",".","1.8","0.7",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"856
RELIG ST","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","43","3.295","32.6","34.9","14.0","7.0","7.0","2.3","2.3",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","99","3.248","28.3","27.3","19.2","10.1","8.1","1.0","1.0",".","",".",".","",".","",".","4.0",".",".","1.0"
"Junior","","119","3.376","27.7","37.0","21.8","7.6","3.4","1.7",".",".","",".",".","",".","",".","0.8",".",".","."
"Senior","","277","3.412","35.7","27.8","14.4","4.0","3.6","2.2","1.1","3.6","",".","4.7","",".","",".","1.8","1.1",".","."
"Undergraduates","","538","3.361","32.3","30.3","16.9","6.1","4.6","1.9","0.9","1.9","",".","2.4","",".","",".","1.9","0.6",".","0.2"
"Special","","15","3.423","13.3","6.7",".",".","6.7",".",".","66.7","",".",".","",".","",".",".","6.7",".","."
"Graduate","","11","3.714","63.6","18.2","18.2",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","564","3.369","32.4","29.4","16.5","5.9","4.6","1.8","0.9","3.5","",".","2.3","",".","",".","1.8","0.7",".","0.2"
