"","990
086","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
087","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
088","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","37","",".",".",".",".",".",".",".","89.2",".",".",".","10.8","",".",".",".","."
"PATH
704","Dept. Total","485","3.157","19.4","22.7","23.1","11.3","5.4","1.4","0.8","7.0","0.2","5.6","0.8","0.8","",".",".","1.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"704
PATH","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","8","2.826","25.0","12.5","37.5","12.5",".",".","12.5",".",".",".",".",".","",".",".",".","."
"Junior","","83","2.910","20.5","14.5","30.1","16.9","10.8","3.6","2.4",".",".",".",".",".","",".",".","1.2","."
"Senior","","149","3.144","20.8","27.5","27.5","12.8","7.4","2.0","0.7","0.7","0.7",".",".",".","",".",".",".","."
"Undergraduates","","240","3.054","20.8","22.5","28.8","14.2","8.3","2.5","1.7","0.4","0.4",".",".",".","",".",".","0.4","."
"Special","","9","2.688","11.1","11.1",".",".",".","11.1",".",".",".",".",".",".","",".",".","66.7","."
"Graduate","","126","3.528","25.4","16.7","4.0","0.8",".",".",".","25.4",".","21.4","3.2","3.2","",".",".",".","."
"Prof Yr 1","","119","3.193","19.3","26.9","31.9","16.8","5.0",".",".",".",".",".",".",".","",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Prof Yr 3","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Prof Yr 4","","11","3.875","72.7","18.2",".",".",".",".",".","9.1",".",".",".",".","",".",".",".","."
"Professionals","","133","3.250","25.6","25.6","28.6","15.0","4.5",".",".","0.8",".",".",".",".","",".",".",".","."
"","Dept. Total","508","3.157","23.0","21.7","22.0","10.8","5.1","1.4","0.8","6.7","0.2","5.3","0.8","0.8","",".",".","1.4","."
