"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","201
005","15","3.600","60.0","20.0","6.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","201
006","17","3.500","47.1","29.4","5.9","11.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"","201
007","16","3.500","50.0","37.5","6.3",".",".",".","6.3",".",".",".",".",".",".",".",".","."
"","201
008","18","3.361","22.2","44.4","22.2","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","201
009","17","3.559","35.3","41.2","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","010
201","19","3.263","31.6","26.3","31.6","5.3",".",".","5.3",".",".",".",".",".",".",".",".","."
"","011
201","15","3.367","20.0","46.7","20.0","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"","201
012","17","3.118","29.4","35.3","5.9","11.8","11.8",".","5.9",".",".",".",".",".",".",".",".","."
"Intermediate Composition","Course Total","189","3.437","38.1","33.3","17.5","6.3","3.2",".","1.6",".",".",".",".",".",".",".",".","."
"","203
001","18","3.917","88.9","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
002","14","3.821","71.4","21.4","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
003","17","3.765","82.4","11.8",".",".",".","5.9",".",".",".",".",".",".",".",".",".","."
"","203
004","17","3.559","58.8","29.4","5.9",".",".",".","5.9",".",".",".",".",".",".",".",".","."
"Creatv Writng:Beg Fict&Poet","Course Total","66","3.765","75.8","16.7","4.5",".",".","1.5","1.5",".",".",".",".",".",".",".",".","."
"British Literature Before 1750","215
001","117","3.449","42.7","32.5","12.8","6.0","2.6","1.7","1.7",".",".",".",".",".",".",".",".","."
"British&Anglo Lit 1750-Present","216
001","112","3.326","36.6","33.0","16.1","7.1","1.8","0.9","4.5",".",".",".",".",".",".",".",".","."
"American Literature","217
001","168","3.189","18.5","33.3","31.0","9.5","1.2","1.8","2.4","1.8",".",".",".",".",".",".",".","0.6"
"Shakespearean Drama","220
001","131","3.238","29.0","27.5","26.7","7.6","4.6","0.8","3.1",".",".",".",".",".",".","0.8",".","."
"Bascom Course","236
001","15","2.933","6.7",".","80.0",".","13.3",".",".",".",".",".",".",".",".",".",".","."
"Literature by Amer Ind Women","246
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Women in Literature","250
001","21","3.452","38.1","19.0","38.1","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"Survey of Asian Americn Lit","270
001","22","3.690","45.5","40.9","9.1",".",".",".",".","4.5",".",".",".",".",".",".",".","."
"Amer Indian Oral Literature","275
001","17","3.206","41.2","17.6","11.8",".","29.4",".",".",".",".",".",".",".",".",".",".","."
"","300
001","13","3.731","53.8","38.5","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
002","15","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
003","14","3.821","64.3","35.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
004","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creatv Wrtng:Fic&PoetWkshp","Course Total","56","3.830","67.9","30.4","1.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
001","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
002","15","3.833","86.7","6.7",".",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"","301
003","14","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
004","15","3.867","93.3",".",".",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Fiction Wrkshp","Course Total","60","3.892","88.3","8.3",".",".","3.3",".",".",".",".",".",".",".",".",".",".","."
"","302
001","15","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","302
002","10","3.450","50.0","20.0","10.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Poetry Workshp","Course Total","25","3.720","68.0","20.0","4.0","4.0","4.0",".",".",".",".",".",".",".",".",".",".","."
"","307
001","13","3.885","76.9","23.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
002","12","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
003","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Workshop","Course Total","40","3.875","80.0","15.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Expository&Critical Writing","315
001","15","3.857","80.0",".","13.3",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"Writing Internship","318
001","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","324
001","28","3.196","14.3","28.6","42.9","10.7","3.6",".",".",".",".",".",".",".",".",".",".","."
