"","765
001","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","765
030","58","3.767","67.2","20.7","10.3","1.7",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"Contemporary Topics","Course Total","60","3.769","66.7","20.0","10.0","1.7",".",".",".",".","",".",".","",".","",".","",".","1.7",".","."
"PhD Communicatn-Dissertsators","975
001","11","",".",".",".",".",".",".",".",".",".","","100.0",".","",".","",".","",".",".","."
"GEN BUS
231","Dept. Total","1614","3.372","39.8","20.6","23.6","6.2","5.5","1.4","0.3","0.9","",".","1.7","",".","",".","",".","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","162","3.331","40.1","18.5","22.8","6.2","7.4","1.9","1.2",".","",".","1.9","",".","",".","",".",".",".","."
"Junior","","419","3.436","43.4","21.0","22.7","5.3","6.0","0.7","0.5","0.2","",".","0.2","",".","",".","",".",".",".","."
"Senior","","726","3.230","30.4","17.6","31.0","8.5","7.0","2.2","0.1","1.2","",".","1.8","",".","",".","",".",".",".","."
"Undergraduates","","1308","3.310","35.9","18.8","27.3","7.2","6.7","1.7","0.4","0.8","",".","1.3","",".","",".","",".",".",".","."
"Special","","9","3.500","33.3","22.2","33.3",".",".",".",".",".","",".",".","",".","",".","",".","11.1",".","."
"Graduate","","294","3.785","57.5","28.2","7.1","2.0",".",".",".","1.4","",".","3.7","",".","",".","",".",".",".","."
"Prof Yr 2","","2","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","3","3.667","33.3","66.7",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","1614","3.372","39.8","20.6","23.6","6.2","5.5","1.4","0.3","0.9","",".","1.7","",".","",".","",".","0.1",".","."
