"","999
005","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
006","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
007","2","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Advanced Independent Study","Course Total","5","***","","","","","","","","","","","","","","","","","","","",""
"MED HIST
452","Dept. Total","179","3.523","41.9","30.2","17.3","4.5","1.7","0.6","",".","2.2","",".",".","",".","",".","1.7",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"452
MED HIST","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","9","3.333","11.1","55.6","22.2","11.1",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","22","3.295","18.2","45.5","27.3","4.5",".","4.5","",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","37","3.514","32.4","35.1","24.3","2.7",".",".","",".",".","",".",".","",".","",".","5.4",".",".","."
"Senior","","65","3.519","47.7","23.1","13.8","7.7","4.6",".","",".","3.1","",".",".","",".","",".",".",".",".","."
"Undergraduates","","133","3.466","36.1","32.3","19.5","6.0","2.3","0.8","",".","1.5","",".",".","",".","",".","1.5",".",".","."
"Special","","8","3.250","12.5","12.5","50.0",".",".",".","",".","25.0","",".",".","",".","",".",".",".",".","."
"Graduate","","25","3.809","64.0","32.0","4.0",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 4","","11","3.900","72.7","18.2",".",".",".",".","",".",".","",".",".","",".","",".","9.1",".",".","."
"Professionals","","13","3.912","76.9","15.4",".",".",".",".","",".",".","",".",".","",".","",".","7.7",".",".","."
"","Dept. Total","179","3.523","41.9","30.2","17.3","4.5","1.7","0.6","",".","2.2","",".",".","",".","",".","1.7",".",".","."
