"","919
044","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Individualized 4th Yr Clerk","Course Total","","4","***","","","","","","","","","","","","","","","","","","","","","","","",""
"Cl Mgmt-Addictv Disordr-Mad","931
043","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"St Mary's Fam Med Sub-Intrnshp","935
041","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"FAM MED
370","Dept. Total","","50","3.881","44.0","8.0","2.0",".","",".","",".","",".","",".","",".","46.0","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"370
FAM MED","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","6","3.700","50.0","16.7","16.7",".","",".","",".","",".","",".","",".","16.7","",".","",".","",".",".",".","."
"Graduate","","","13","3.923","84.6","15.4",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","","11","",".",".",".",".","",".","",".","",".","",".","",".","100.0","",".","",".","",".",".",".","."
"Prof Yr 2","","","7","4.000","28.6",".",".",".","",".","",".","",".","",".","",".","71.4","",".","",".","",".",".",".","."
"Prof Yr 4","","","12","3.889","41.7","8.3",".",".","",".","",".","",".","",".","",".","50.0","",".","",".","",".",".",".","."
"Professionals","","","30","3.917","23.3","3.3",".",".","",".","",".","",".","",".","",".","73.3","",".","",".","",".",".",".","."
"","Dept. Total","","50","3.881","44.0","8.0","2.0",".","",".","",".","",".","",".","",".","46.0","",".","",".","",".",".",".","."
