"","999
062","5","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
069","4","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
073","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","18","4.000","38.9",".",".",".",".",".",".",".","",".",".","",".","33.3","27.8",".",".","."
"CIV ENGR
240","Dept. Total","1441","3.310","34.2","18.3","22.3","6.5","5.8","1.5","0.3","6.7","",".",".","",".","3.4","0.8",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","21","3.196","28.6","19.0","42.9",".","9.5",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","177","3.109","27.1","19.8","32.2","7.3","7.9","2.8","2.3",".","",".",".","",".",".","0.6",".",".","."
"Senior","","865","3.297","37.1","20.1","24.6","8.7","7.4","1.5","0.1","0.3","",".",".","",".",".","0.1",".",".","."
"Undergraduates","","1064","3.265","35.3","20.0","26.2","8.3","7.5","1.7","0.5","0.3","",".",".","",".",".","0.2",".",".","."
"Special","","32","3.022","25.0","18.8","25.0","9.4","9.4","6.3",".","6.3","",".",".","",".",".",".",".",".","."
"Graduate","","345","3.638","31.6","13.0","10.1","0.6","0.3","0.3",".","26.4","",".",".","",".","14.2","2.9",".","0.3","."
"","Dept. Total","1441","3.310","34.2","18.3","22.3","6.5","5.8","1.5","0.3","6.7","",".",".","",".","3.4","0.8",".","0.1","."
