"","999
013","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
026","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
038","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Research","Course Total","6","4.000","66.7",".",".",".",".",".",".",".","",".",".","",".",".","33.3",".",".","."
"L SC COM
120","Dept. Total","531","3.663","59.5","18.3","7.9","1.3","3.8","0.2","0.9","3.6","",".","2.4","",".","0.6","1.3",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"120
L SC COM","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","54","3.678","57.4","25.9","13.0","1.9","1.9",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","68","3.585","61.8","11.8","13.2","4.4","4.4",".","1.5",".","",".",".","",".",".","2.9",".",".","."
"Junior","","89","3.592","60.7","16.9","12.4","2.2","3.4",".","2.2",".","",".",".","",".",".","2.2",".",".","."
"Senior","","226","3.659","63.3","22.6","6.2","0.4","5.3","0.4","0.9","0.4","",".",".","",".",".",".",".","0.4","."
"Undergraduates","","437","3.636","61.8","20.1","9.4","1.6","4.3","0.2","1.1","0.2","",".",".","",".",".","0.9",".","0.2","."
"Special","","8","3.675","62.5","12.5",".",".","12.5",".",".",".","",".","12.5","",".",".",".",".",".","."
"Graduate","","86","3.897","47.7","9.3","1.2",".",".",".",".","20.9","",".","14.0","",".","3.5","3.5",".",".","."
"","Dept. Total","531","3.663","59.5","18.3","7.9","1.3","3.8","0.2","0.9","3.6","",".","2.4","",".","0.6","1.3",".","0.2","."
