"","775
001","29","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","775
002","20","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","775
003","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","775
004","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Externship","Course Total","68","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"MED SC-V
623","Dept. Total","1178","3.705","28.9","4.8","3.8","0.3","0.1",".",".","60.1",".",".",".",".","1.8",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"623
MED SC-V","","","","","","","","","","","","","","","","","","",""
"Sophomore","","4","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Junior","","9","4.000","22.2",".",".",".",".",".",".","77.8",".",".",".",".",".",".",".","."
"Senior","","14","3.813","28.6","7.1","7.1",".",".",".",".","57.1",".",".",".",".",".",".",".","."
"Undergraduates","","27","3.857","22.2","3.7","3.7",".",".",".",".","70.4",".",".",".",".",".",".",".","."
"Prof Yr 1","","304","3.645","15.5","11.5","5.9",".",".",".",".","63.5",".",".",".",".","3.6",".",".","."
"Prof Yr 2","","111","4.000","16.2",".",".",".",".",".",".","74.8",".",".",".",".","9.0",".",".","."
"Prof Yr 3","","316","3.526","32.6","6.3","8.2","0.9","0.3",".",".","51.6",".",".",".",".",".",".",".","."
"Prof Yr 4","","420","4.000","39.8",".",".",".",".",".",".","59.5",".",".",".",".",".",".","0.7","."
"Professionals","","1151","3.702","29.1","4.8","3.8","0.3","0.1",".",".","59.9",".",".",".",".","1.8",".","0.3","."
"","Dept. Total","1178","3.705","28.9","4.8","3.8","0.3","0.1",".",".","60.1",".",".",".",".","1.8",".","0.3","."
