"","990
091","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
094","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
095","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","61","",".",".",".",".",".",".",".","91.8",".",".",".","8.2",".",".",".","."
"MICROBIO
192","Dept. Total","1539","3.095","36.5","13.9","19.4","8.4","14.0","2.7","0.6","3.8",".",".",".","0.3","0.2",".","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"192
MICROBIO","","","","","","","","","","","","","","","","","","",""
"Freshmen","","16","1.594",".",".","6.3","6.3","43.8","37.5","6.3",".",".",".",".",".",".",".",".","."
"Sophomore","","127","2.667","14.2","19.7","11.8","19.7","26.8","4.7","2.4",".",".",".",".",".",".",".",".","0.8"
"Junior","","375","2.955","29.9","14.7","21.9","9.6","18.4","4.0","0.8",".",".",".",".",".","0.5",".","0.3","."
"Senior","","693","3.185","38.7","14.9","23.1","8.2","12.4","2.2","0.3","0.3",".",".",".",".",".",".",".","."
"Undergraduates","","1211","3.023","32.9","15.1","21.3","9.8","16.2","3.5","0.7","0.2",".",".",".",".","0.2",".","0.1","0.1"
"Special","","31","3.365","45.2","19.4","19.4","3.2","9.7",".",".",".",".",".",".",".","3.2",".",".","."
"Graduate","","244","3.709","56.6","7.8","8.6","0.8","1.2",".",".","23.0",".",".",".","2.0",".",".",".","."
"Prof Yr 1","","51","2.922","19.6","11.8","27.5","15.7","25.5",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","53","2.949","22.6","11.3","26.4","15.1","24.5",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","1539","3.095","36.5","13.9","19.4","8.4","14.0","2.7","0.6","3.8",".",".",".","0.3","0.2",".","0.1","0.1"
