"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"INTERNATIONAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"235
INTL BUS","","","","","","","","","","","","","","","","","","",""
"International Business","200
001","221","3.025","19.0","21.3","28.5","16.3","10.9","1.4","1.8",".",".",".",".",".","0.5",".",".","0.5"
"Intercultural Communctn in Bus","320
001","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","365
001","7","3.900","57.1","14.3",".",".",".",".",".",".",".",".",".",".","28.6",".",".","."
"","365
002","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","365
003","10","3.300","10.0","50.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Topics","Course Total","31","3.741","61.3","19.4","9.7","3.2",".",".",".",".",".",".",".",".","6.5",".",".","."
"Reading & Research-Intl Bus","399
221","43","3.965","93.0","7.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Global Issues in Management","403
001","14","3.846","71.4","14.3","7.1",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"Multinational Bus Finance","445
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","765
002","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","765
004","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
005","16","3.857","62.5","18.8","6.3",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"","765
006","6","",".",".",".",".",".",".",".",".",".",".",".",".",".",".","100.0","."
"","765
030","62","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Contemporary Topics","Course Total","114","3.918","34.2","2.6","1.8",".",".",".",".","56.1",".",".",".",".",".",".","5.3","."
"Rdg & Rsch-Internal Bus","799
060","1","***","","","","","","","","","",".",".",".",".",".",".","."
"INTL BUS
235","Dept. Total","444","3.307","37.8","14.2","15.5","8.3","5.4","0.7","0.9","14.9",".",".",".",".","0.7",".","1.4","0.2"
