"ENGLISH","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","","",""
"699","114","","26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","118","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","122","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","41","3.966","97.6",".","2.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"700
Intro-Composition Studies","001","","17","3.844","64.7","29.4",".",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"703
Rsch Meths-Compositn Study","001","","13","3.808","69.2","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"709
Adv Eng Phonology","001","","10","3.500","20.0","20.0","20.0",".",".",".",".","10.0",".",".",".",".","30.0",".",".","."
"711
Rsch Meths-Applied Linguistics","001","","17","3.735","47.1","52.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"719
Summer Writing Workshop","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"727
Literary Theory","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"753
Medieval Literature","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"763
Topics-Renaissance Lit","001","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"764
Topics-Renaissance Lit","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"781
Graduate Fiction Workshop","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"785","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"785","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"785","039","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"785","045","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"785","049","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"785","057","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"MFA Thesis","Course Total","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"795","001","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"795","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"One-credit Seminar","Course Total","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"799","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","017","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","062","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"799","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","","14","4.000","85.7",".",".",".",".",".",".","7.1",".",".",".","7.1",".",".",".","."
"801
The English Romantic Period","001","","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"823
20th Century Literature","001","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"906
Smr-The English Language","001","","11","3.727","63.6","27.3",".","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"939
Smr-Feminist Thry&Criticsm","001","","14","4.000","92.9",".",".",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"940
Scholarship Probs-Amer Lit","001","","10","3.800","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"942
Seminar-American Literature","001","","9","3.857","55.6","22.2",".",".",".",".",".",".",".",".",".",".","22.2",".",".","."
"960
Smr-Restoration & 18th Cent","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","003","","6","",".",".",".",".",".",".",".","33.3",".",".",".","66.7",".",".",".","."
"990","010","","6","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"990","012","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"June 23, 2011","","","","","","","","","","","","","","","","","","","Page 207 of 403",""
