"","990
012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
013","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
016","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","8","",".",".",".",".",".",".",".","75.0",".",".",".","25.0",".",".",".","."
"M S & E
636","Dept. Total","484","3.417","37.8","18.0","14.9","4.3","3.7","1.9","0.4","9.1",".","4.1",".","4.3","1.2",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"636
M S & E","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","44","3.279","43.2","20.5","15.9","4.5","11.4","2.3","2.3",".",".",".",".",".",".",".",".","."
"Junior","","82","3.187","37.8","18.3","18.3","9.8","7.3","7.3",".",".",".",".",".",".","1.2",".",".","."
"Senior","","165","3.427","40.0","26.7","23.6","4.8","2.4","1.2","0.6",".",".",".",".",".","0.6",".",".","."
"Undergraduates","","293","3.339","39.9","23.5","20.8","6.1","5.1","3.1","0.7",".",".",".",".",".","0.7",".",".","."
"Special","","5","3.100","40.0","20.0",".",".","40.0",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","186","3.694","34.4","9.1","5.9","1.6","0.5",".",".","23.7",".","10.8",".","11.3","2.2",".","0.5","."
"","Dept. Total","484","3.417","37.8","18.0","14.9","4.3","3.7","1.9","0.4","9.1",".","4.1",".","4.3","1.2",".","0.2","."
