"","999
089","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
098","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
234","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Work","Course Total","51","",".",".",".",".",".",".",".","90.2","2.0",".",".","5.9",".",".","2.0","."
"MUSIC
660","Dept. Total","3520","3.729","76.4","8.4","5.6","1.5","1.1","0.3","0.4","5.5","0.0",".",".","0.1","0.2","0.0","0.4","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","",""
"Freshmen","","274","3.585","73.4","8.4","9.5","5.1","2.6",".","0.4",".",".",".",".",".","0.4",".",".","0.4"
"Sophomore","","719","3.714","78.6","11.7","6.0","1.8","1.1","0.3",".",".",".",".",".",".","0.1","0.1","0.1","0.1"
"Junior","","748","3.738","84.6","6.3","4.8","0.9","1.5","0.5","0.7","0.5",".",".",".",".","0.1",".",".","."
"Senior","","1318","3.732","79.3","9.0","5.8","1.4","1.0","0.2","0.6","2.5",".",".",".",".",".",".","0.2","."
"Undergraduates","","3059","3.715","79.9","8.9","5.9","1.7","1.3","0.3","0.5","1.2",".",".",".",".","0.1","0.0","0.1","0.1"
"Special","","142","3.634","18.3",".",".",".",".","0.7","0.7","73.2",".",".",".",".","0.7",".","6.3","."
"Graduate","","332","3.855","69.9","7.2","4.2",".",".",".",".","16.3","0.3",".",".","0.9","0.9",".","0.3","."
"Prof Yr 1","","3","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","5","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","3538","3.729","76.5","8.4","5.5","1.5","1.1","0.3","0.4","5.5","0.0",".",".","0.1","0.2","0.0","0.4","0.1"
