"Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"991","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","006","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"991","008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"991","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"991","016","","7","",".",".",".",".",".",".",".","14.3",".",".",".","85.7",".",".",".","."
"991","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","038","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"991","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","063","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","Course Total","","29","",".",".",".",".",".",".",".","79.3",".",".",".","20.7",".",".",".","."
