"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","11768","3.294","35.9","18.5","19.8","6.5","5.4","1.8","1.0","6.3","0.0","0.6",".","3.0","0.9","0.0","0.2","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","271","3.170","36.9","25.5","17.3","4.1","5.2","3.0","4.4","0.7",".","1.5",".",".","1.5",".",".","."
"Sophomore","","1114","3.155","43.2","15.0","18.9","4.5","7.5","3.2","2.3","3.1",".","1.0",".",".","1.1","0.2","0.1","."
"Junior","","2041","3.088","31.7","18.9","25.0","9.7","7.5","3.3","1.5","1.4",".","0.5",".",".","0.4","0.0",".","."
"Senior","","5274","3.266","36.4","21.2","23.9","8.7","6.5","1.6","0.8","0.3","0.0","0.2",".",".","0.4",".","0.0","."
"Undergraduates","","8700","3.212","36.2","20.0","23.3","8.2","6.8","2.2","1.3","0.9","0.0","0.4",".",".","0.5","0.0","0.0","."
"Special","","255","3.152","32.9","14.9","24.3","5.9","8.6","3.5","1.6","2.7",".","0.4",".",".","3.5",".","1.6","."
"Graduate","","3064","3.684","37.6","13.0","7.9","1.1","0.5","0.2","0.1","21.4","0.0","4.0",".","11.6","1.6","0.1","0.7","."
"Prof Yr 2","","10","3.667","30.0","20.0","10.0",".",".",".",".","10.0",".","20.0",".","10.0",".",".",".","."
"Prof Yr 3","","4","4.000","25.0",".",".",".",".",".",".","50.0",".",".",".","25.0",".",".",".","."
"Prof Yr 4","","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Professionals","","15","3.684","26.7","13.3","6.7",".",".",".",".","26.7",".","13.3",".","13.3",".",".",".","."
"","College Total","12034","3.294","36.5","18.1","19.4","6.4","5.2","1.7","1.0","6.2","0.0","1.3",".","3.0","0.9","0.1","0.2","."
