"Research and Thesis","Course Total","14","",".",".",".",".",".",".",".","100.0",".",".",".","",".",".",".",".","."
"","999
032","1","***","","","","","","","","","",".",".",".","",".",".",".","."
"","999
033","1","***","","","","","","","","","",".",".",".","",".",".",".","."
"Independent Study","Course Total","2","***","","","","","","","","","","","","","","","","",""
"DS
359","Dept. Total","693","3.398","35.5","29.4","19.6","6.3","3.6","1.0","0.6","3.0",".",".",".","",".","0.9",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"359
DS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","40","2.963","20.0","15.0","35.0","17.5","5.0","5.0","2.5",".",".",".",".","",".",".",".",".","."
"Sophomore","","110","3.310","25.5","32.7","25.5","11.8","4.5",".",".",".",".",".",".","",".",".",".",".","."
"Junior","","209","3.408","38.3","28.7","22.5","5.7","2.9","1.0","1.0",".",".",".",".","",".",".",".",".","."
"Senior","","287","3.449","38.0","33.4","15.7","3.8","4.2","1.0","0.3","1.7",".",".",".","",".","1.7",".",".","."
"Undergraduates","","646","3.382","34.8","30.7","20.7","6.7","3.9","1.1","0.6","0.8",".",".",".","",".","0.8",".",".","."
"Special","","3","4.000","33.3",".",".",".",".",".",".","66.7",".",".",".","",".",".",".",".","."
"Graduate","","44","3.759","45.5","13.6","4.5","2.3",".",".",".","31.8",".",".",".","",".","2.3",".",".","."
"","Dept. Total","693","3.398","35.5","29.4","19.6","6.3","3.6","1.0","0.6","3.0",".",".",".","",".","0.9",".",".","."
