"Dissertator Research&Thesis","Course Total","29","",".",".",".",".",".",".",".","69.0",".",".",".","31.0",".",".",".","."
"","999
007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
066","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","3","***","","","","","","","","","","","","","","","",""
"M E
612","Dept. Total","2694","3.177","29.1","20.2","22.4","9.2","7.1","2.2","1.2","4.7","0.0","0.0",".","3.0","0.6",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"Freshmen","","28","3.121","28.6","17.9","28.6","14.3","7.1",".","3.6",".",".",".",".",".",".",".",".","."
"Sophomore","","195","3.121","31.8","22.6","21.5","10.3","7.7","4.1","2.1",".",".",".",".",".",".",".",".","."
"Junior","","500","2.979","23.0","21.4","26.2","13.8","8.8","4.2","2.0",".",".",".",".",".","0.6",".",".","."
"Senior","","1286","3.116","25.0","22.9","27.8","11.0","9.4","2.2","1.2","0.2",".",".",".",".","0.2",".","0.1","."
"Undergraduates","","2009","3.085","25.2","22.4","26.8","11.7","9.1","2.8","1.5","0.1",".",".",".",".","0.3",".","0.0","."
"Special","","38","2.817","15.8","13.2","26.3","7.9","13.2","5.3","2.6","7.9",".",".",".",".","5.3",".","2.6","."
"Graduate","","647","3.667","42.2","13.8","8.5","1.5","0.5",".","0.2","18.5","0.2","0.2",".","12.5","1.4",".","0.6","."
"","Dept. Total","2694","3.177","29.1","20.2","22.4","9.2","7.1","2.2","1.2","4.7","0.0","0.0",".","3.0","0.6",".","0.2","."
