"EDU","","","","","","","","","","","","","","","","","","","","","","",""
"REHAB PSYCH & SPECIAL EDU","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"194
RP & SE","","","","","","","","","","","","","","","","","","","","","","",""
"RP & SE
194","Dept. Total","604","3.853","70.7","15.6","5.3","1.0","0.2","",".","",".","2.0","",".",".","",".","2.3","2.8",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"194
RP & SE","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","31","3.710","48.4","45.2","6.5",".",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","91","3.813","73.6","17.6","6.6","2.2",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","83","3.841","77.1","18.1","1.2","2.4","1.2","",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","166","3.897","80.7","11.4","5.4","1.2",".","",".","",".",".","",".",".","",".",".","1.2",".",".","."
"Undergraduates","","371","3.853","75.5","17.3","4.9","1.6","0.3","",".","",".",".","",".",".","",".",".","0.5",".",".","."
"Special","","5","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","228","3.847","62.3","13.2","6.1",".",".","",".","",".","5.3","",".",".","",".","6.1","6.6",".","0.4","."
"","Dept. Total","604","3.853","70.7","15.6","5.3","1.0","0.2","",".","",".","2.0","",".",".","",".","2.3","2.8",".","0.2","."
