"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"LATIN AMER, CARIB & IBERIAN","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"525
LACIS","","","","","","","","","","","","","","","","","","","",""
"Latin America-Introduction","260","001","13","2.654","15.4","23.1","23.1","15.4","7.7",".","15.4",".",".",".",".",".",".",".",".","."
"Elementary Quechua","362","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Semester Yucatec Maya","377","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","440","001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","440","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in LACIS","","Course Total","9","3.385","88.9",".",".",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis","682","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","699","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"LACIS
525","","Dept. Total","31","2.989","45.2","19.4","9.7","9.7","6.5",".","6.5",".",".",".",".",".","3.2",".",".","."
