"TERM : 1114","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Spring 2010-2011","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","",""
"PROFESSIONAL ORIENTATION","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"812
PRO OR","","","","","","","","","","","","","","","",""
"Career Orientation","200
001
27","3.577","40.7","37.0","14.8",".","3.7",".",".","3.7",".",".",".",".",".",".   
.   
."
"PRO OR
812","27
Dept. Total","3.577","40.7","37.0","14.8",".","3.7",".",".","3.7",".",".",".",".","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"812
PRO OR","","","","","","","","","","","","","","","",""
"Junior","12","3.667","41.7","50.0","8.3",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Senior","15","3.500","40.0","26.7","20.0",".","6.7",".",".","6.7",".",".",".",".","",".  
.  
.  
."
"Undergraduates","27","3.577","40.7","37.0","14.8",".","3.7",".",".","3.7",".",".",".",".","",".  
.  
.  
."
"","Dept. Total
27","3.577","40.7","37.0","14.8",".","3.7",".",".","3.7",".",".",".",".","",".  
.  
.  
."
"June 23, 2011","","","","","","","","","","","","","","","","Page 140 of 403"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"","*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","",""
