"","","Grades","GPA","","","","","","","","","","","","","","","",""
"233
FINANCE","","","","","","","","","","","","","","","","","","",""
"Theory of Finance","920
001","6","3.167","33.3",".","50.0",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"Topics Seminar-Finance PhD","972
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Workshop in Finance","973
001","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
016","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
115","1","***","","","","","","","","","",".",".",".",".",".",".","."
"PhD Thesis-Finance","Course Total","6","",".",".",".",".",".",".",".","16.7",".",".",".","83.3",".",".",".","."
"FINANCE
233","Dept. Total","1293","3.336","33.5","24.2","24.4","8.7","5.8","0.5","0.5","1.7",".",".",".","0.4","0.1","0.1","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"233
FINANCE","","","","","","","","","","","","","","","","","","",""
"Sophomore","","38","2.737","10.5","5.3","44.7","15.8","18.4","2.6","2.6",".",".",".",".",".",".",".",".","."
"Junior","","212","3.113","24.1","17.5","31.1","15.6","10.4","0.9","0.5",".",".",".",".",".",".",".",".","."
"Senior","","635","3.246","26.3","26.1","28.8","9.8","6.9","0.5","0.8","0.8",".",".",".",".",".",".",".","."
"Undergraduates","","885","3.192","25.1","23.2","30.1","11.4","8.2","0.7","0.8","0.6",".",".",".",".",".",".",".","."
"Special","","24","3.603","50.0","16.7","16.7","8.3",".",".",".",".",".",".",".",".",".","4.2","4.2","."
"Graduate","","374","3.677","51.3","27.5","11.5","2.4","0.5",".",".","4.5",".",".",".","1.3","0.3",".","0.5","."
"Prof Yr 2","","5","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","5","3.559","40.0","20.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","10","3.750","70.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","1293","3.336","33.5","24.2","24.4","8.7","5.8","0.5","0.5","1.7",".",".",".","0.4","0.1","0.1","0.2","."
