"Where Science Meets Society","201
001","","8","3.375","12.5","50.0","37.5",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Sci, Technol & Med in Society","901
001","","6","4.000","100.0",".",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Current Topics-Sci & Tech St","902
001","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"STS
875","Dept. Total","","15","3.643","46.7","26.7","20.0",".","",".","",".","",".","",".","",".","6.7","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"875
STS","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","3","3.167",".","33.3","66.7",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","1","3.500",".","100.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","4","3.500","25.0","50.0","25.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","8","3.375","12.5","50.0","37.5",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","7","4.000","85.7",".",".",".","",".","",".","",".","",".","",".","14.3","",".","",".","",".",".",".","."
"","Dept. Total","","15","3.643","46.7","26.7","20.0",".","",".","",".","",".","",".","",".","6.7","",".","",".","",".",".",".","."
