"ZOOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","","",""
"510
Ecology of Fishes","001","","58","2.909","19.0","12.1","27.6","12.1","20.7","3.4",".","3.4",".",".",".",".",".","1.7",".","."
"511","001","","10","3.300","40.0","10.0","30.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"511","002","","11","2.636","18.2","9.1","27.3","9.1","18.2","18.2",".",".",".",".",".",".",".",".",".","."
"Ecology of Fishes Lab","Course Total","","21","2.952","28.6","9.5","28.6","9.5","14.3","9.5",".",".",".",".",".",".",".",".",".","."
"520
Ornithology","001","","87","3.094","29.9","9.2","40.2","4.6","6.9","4.6","2.3","2.3",".",".",".",".",".",".",".","."
"521","001","","15","3.100","40.0","20.0","6.7",".","26.7","6.7",".",".",".",".",".",".",".",".",".","."
"521","002","","9","3.222","22.2","33.3","22.2","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"521","003","","13","2.923","30.8","23.1","7.7","23.1",".","7.7","7.7",".",".",".",".",".",".",".",".","."
"521","004","","12","3.292","58.3","8.3","8.3",".","16.7","8.3",".",".",".",".",".",".",".",".",".","."
"Birds of Southern Wisconsin","Course Total","","49","3.122","38.8","20.4","10.2","8.2","14.3","6.1","2.0",".",".",".",".",".",".",".",".","."
"524
Neurobi II:Intr-Brain&Behav","001","","40","3.350","45.0","17.5","22.5","2.5","10.0",".","2.5",".",".",".",".",".",".",".",".","."
"550
Animal Comm & Orig of Lang","001","","6","2.917","16.7","16.7","16.7","33.3","16.7",".",".",".",".",".",".",".",".",".",".","."
"565
Principles-Landscape Ecology","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"611
Comparatv&Evolutionry Physiol","001","","66","3.000","22.7","27.3","16.7","15.2","10.6","4.5","3.0",".",".",".",".",".",".",".",".","."
"612
Comparative Physiology Lab","001","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"625
Development of Nervous Sys","001","","52","3.365","44.2","3.8","40.4","3.8","7.7",".",".",".",".",".",".",".",".",".",".","."
"651
Conservation Biology","001","","20","2.825","10.0","15.0","40.0","10.0","20.0","5.0",".",".",".",".",".",".",".",".",".","."
"691
Senior Thesis","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"699","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","020","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","021","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","027","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","030","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","047","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","050","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","063","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","065","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","066","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","068","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","081","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Studies in Zoology","Course Total","","88","4.000","98.9",".",".",".",".",".",".",".",".",".",".",".",".",".","1.1","."
"799
Independent Study","047","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"June 23, 2011","","","","","","","","","","","","","","","","","","","Page 324 of 403",""
