"TERM : 1114","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2010-2011","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","",""
"SCAND ST
872","Dept. Total","184","3.501","45.7","22.8","12.5","2.2","2.7","",".","1.6","9.8","0.5",".","",".","",".","0.5","0.5","0.5","0.5"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","7","3.087","14.3","14.3","42.9",".","14.3","",".",".",".",".",".","",".","",".",".","14.3",".","."
"Sophomore","","43","3.529","44.2","34.9","16.3",".","4.7","",".",".",".",".",".","",".","",".",".",".",".","."
"Junior","","42","3.486","47.6","26.2","14.3","4.8","4.8","",".",".","2.4",".",".","",".","",".",".",".",".","."
"Senior","","63","3.448","50.8","23.8","11.1","3.2",".","",".","4.8","3.2","1.6",".","",".","",".","1.6",".",".","."
"Undergraduates","","155","3.466","46.5","27.1","14.8","2.6","3.2","",".","1.9","1.9","0.6",".","",".","",".","0.6","0.6",".","."
"Special","","6","4.000","33.3",".",".",".",".","",".",".","33.3",".",".","",".","",".",".",".","16.7","16.7"
"Graduate","","23","4.000","43.5",".",".",".",".","",".",".","56.5",".",".","",".","",".",".",".",".","."
"","Dept. Total","184","3.501","45.7","22.8","12.5","2.2","2.7","",".","1.6","9.8","0.5",".","",".","",".","0.5","0.5","0.5","0.5"
