"Research Proposal-Engr Physics","469
001","","4","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Intermed Problem Solving-Engrs","471
001","","16","3.375","25.0","37.5","31.3",".","6.3",".","",".","",".","",".","",".",".","",".","",".",".",".","."
"Research Pract-Engr Physics I","568
001","","2","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Research Pract-Engr Physics II","569
001","","2","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"E P
347","Dept. Total","","35","3.544","51.4","22.9","14.3",".","2.9","",".","",".","",".","",".",".","",".","",".","8.6",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"347
E P","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","5","3.500","60.0","20.0","20.0",".",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Senior","","","27","3.500","48.1","22.2","14.8",".","3.7","",".","",".","",".","",".",".","",".","",".","11.1",".",".","."
"Undergraduates","","","32","3.500","50.0","21.9","15.6",".","3.1","",".","",".","",".","",".",".","",".","",".","9.4",".",".","."
"Graduate","","","3","3.833","66.7","33.3",".",".",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","","35","3.544","51.4","22.9","14.3",".","2.9","",".","",".","",".","",".",".","",".","",".","8.6",".",".","."
