"GENETICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","",""
"299","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","015","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","019","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","035","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"299","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","064","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","070","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","071","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"299","077","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","093","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","094","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","101","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","110","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","39","3.971","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"375","001","","44","3.932","90.9","6.8",".","2.3",".",".",".",".",".",".",".",".",".",".",".","."
"375","011","","42","3.917","88.1","7.1","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","Course Total","","86","3.922","89.5","7.0","2.3","1.2",".",".",".",".",".",".",".",".",".",".",".","."
"466
General Genetics","001","","188","2.720","14.4","17.0","18.1","23.9","12.8","9.6","2.1","2.1",".",".",".",".",".",".",".","."
"545","001","","11","3.273","18.2","27.3","45.5","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"545","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Genetics Laboratory","Course Total","","16","3.400","31.3","18.8","37.5","6.3",".",".",".",".",".",".",".",".",".",".","6.3","."
"566
Advanced Genetics","001","","61","3.467","52.5","6.6","34.4","1.6","3.3",".","1.6",".",".",".",".",".",".",".",".","."
"655
Biol & Genetics-Filament Fungi","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"677","002","","9","3.833","88.9",".",".","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"677","003","","15","3.567","46.7","33.3","6.7","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"677","004","","12","3.864","66.7","25.0",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"Advanced Topics in Genetics","Course Total","","36","3.719","63.9","22.2","2.8","8.3",".",".",".",".",".",".",".",".","2.8",".",".","."
"682","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","101","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","5","***","","","","","","","","","","","","","","","",""
"699","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"June 23, 2011","","","","","","","","","","","","","","","","","","","","Page 25 of 403"
