"942
THEATRE","","","","","","","","","","","","","","","","","","",""
"","990
032","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","22","",".",".",".",".",".",".",".","72.7","4.5",".",".","22.7",".",".",".","."
"Independent Study","999
006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"THEATRE
942","Dept. Total","1080","3.551","56.5","19.6","11.1","3.7","3.1","1.7","0.8","1.9","0.1",".",".","0.5","0.5","0.2","0.2","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"942
THEATRE","","","","","","","","","","","","","","","","","","",""
"Freshmen","","114","3.340","47.4","21.1","13.2","6.1","7.9","2.6","1.8",".",".",".",".",".",".",".",".","."
"Sophomore","","227","3.570","56.4","22.5","12.3","2.6","2.6","1.3","1.3",".",".",".",".",".","0.4","0.4",".","."
"Junior","","226","3.478","51.8","22.6","13.3","4.9","3.5","2.2","0.9",".",".",".",".",".",".","0.4",".","0.4"
"Senior","","334","3.555","58.4","18.6","12.9","3.6","2.1","1.8","0.6","0.9",".",".",".",".","0.6",".","0.3","0.3"
"Undergraduates","","901","3.512","54.8","20.9","12.9","4.0","3.3","1.9","1.0","0.3",".",".",".",".","0.3","0.2","0.1","0.2"
"Special","","9","3.824","44.4","22.2",".",".",".",".",".","22.2",".",".",".",".",".",".","11.1","."
"Graduate","","170","3.785","65.9","12.9","2.4","2.4","1.8","0.6",".","9.4","0.6",".",".","2.9","1.2",".",".","."
"","Dept. Total","1080","3.551","56.5","19.6","11.1","3.7","3.1","1.7","0.8","1.9","0.1",".",".","0.5","0.5","0.2","0.2","0.2"
