"Classical Rabbinic Texts","448
001","","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Topics in Jewish Studies","490
001","","3","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Holocaust: Hist, Memory & Educ","515
001","","6","3.833","66.7","33.3",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Rdgs-Contemp Hebrew Lit","534
001","","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"JEWISH
510","Dept. Total","","88","3.600","43.2","33.0","19.3","1.1","1.1","",".","",".","2.3","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","15","3.327","13.3","33.3","53.3",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","22","3.688","45.5","45.5","9.1",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","17","3.483","47.1","17.6","29.4",".","5.9","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","30","3.702","50.0","36.7","6.7","3.3",".","",".","",".","3.3","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","84","3.588","41.7","34.5","20.2","1.2","1.2","",".","",".","1.2","",".",".","",".","",".","",".",".",".","."
"Special","","","2","4.000","50.0",".",".",".",".","",".","",".","50.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","","2","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","88","3.600","43.2","33.0","19.3","1.1","1.1","",".","",".","2.3","",".",".","",".","",".","",".",".",".","."
