"","990
020","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
021","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
023","6","",".",".",".",".",".",".",".","16.7",".",".",".","83.3",".",".",".","."
"Research and Thesis","Course Total","44","",".",".",".",".",".",".",".","68.2",".",".",".","31.8",".",".",".","."
"M M & I
620","Dept. Total","621","3.476","52.8","10.0","16.7","4.3","6.6","1.1","0.6","5.0",".",".",".","2.4",".","0.2","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"620
M M & I","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","9","3.109","44.4",".","11.1","11.1","11.1","11.1",".",".",".",".",".",".",".",".","11.1","."
"Junior","","109","3.500","63.3","11.0","12.8","1.8","7.3","1.8","1.8",".",".",".",".",".",".",".",".","."
"Senior","","376","3.437","51.3","11.4","21.8","6.1","7.2","1.1","0.5","0.3",".",".",".","0.3",".",".",".","."
"Undergraduates","","496","3.448","54.0","11.1","19.6","5.2","7.3","1.4","0.8","0.2",".",".",".","0.2",".",".","0.2","."
"Special","","8","3.389","50.0","12.5","25.0",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","98","3.662","43.9","6.1","4.1","1.0","4.1",".",".","27.6",".",".",".","12.2",".","1.0",".","."
"Prof Yr 1","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","3","4.000","33.3",".",".",".",".",".",".","33.3",".",".",".","33.3",".",".",".","."
"Prof Yr 3","","3","3.000",".",".","33.3",".",".",".",".","33.3",".",".",".","33.3",".",".",".","."
"Prof Yr 4","","3","4.000","66.7",".",".",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"Professionals","","19","3.962","68.4",".","5.3",".",".",".",".","15.8",".",".",".","10.5",".",".",".","."
"","Dept. Total","621","3.476","52.8","10.0","16.7","4.3","6.6","1.1","0.6","5.0",".",".",".","2.4",".","0.2","0.2","."
