"","990
007","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
010","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
040","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Research and Thesis","Course Total","3","***","","","","","","","","","","","","","","","","","","",""
"E M A
346","Dept. Total","942","2.923","27.5","12.7","27.1","10.2","11.8","5.1","3.8","1.3","",".","0.2","",".","",".","0.2",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"346
E M A","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","48","2.426","27.1","8.3","16.7",".","18.8","12.5","14.6",".","",".",".","",".","",".","2.1",".",".","."
"Sophomore","","267","2.756","23.6","7.1","32.2","7.9","16.9","6.7","5.6",".","",".",".","",".","",".",".",".",".","."
"Junior","","254","2.798","16.9","15.0","31.1","16.5","11.8","5.9","2.4",".","",".",".","",".","",".","0.4",".",".","."
"Senior","","290","3.122","34.5","19.0","21.4","11.0","8.6","3.1","2.4",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","859","2.870","25.5","13.5","27.4","11.1","12.7","5.6","4.1",".","",".",".","",".","",".","0.2",".",".","."
"Special","","5","3.300","40.0",".","40.0","20.0",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","77","3.554","48.1","5.2","23.4",".","2.6",".","1.3","15.6","",".","2.6","",".","",".",".",".","1.3","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","942","2.923","27.5","12.7","27.1","10.2","11.8","5.1","3.8","1.3","",".","0.2","",".","",".","0.2",".","0.1","."
