"","990
034","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
035","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
036","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","48","",".",".",".",".",".",".",".","56.3",".",".",".","43.8",".",".",".","."
"GEOLOGY
420","Dept. Total","1479","2.968","24.4","14.0","24.9","10.6","14.6","3.4","1.1","4.3",".","0.1",".","1.4","0.2",".","0.9","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"420
GEOLOGY","","","","","","","","","","","","","","","","","","",""
"Freshmen","","159","2.623","6.3","7.5","39.0","18.2","19.5","6.3","1.9","0.6",".",".",".",".",".",".","0.6","."
"Sophomore","","332","2.797","14.2","11.4","32.8","16.0","20.8","2.7","1.5","0.3",".",".",".",".","0.3",".",".","."
"Junior","","307","2.970","23.5","16.0","27.4","12.1","16.3","2.9","1.0","0.3",".",".",".",".","0.3",".","0.3","."
"Senior","","516","3.104","29.1","20.2","21.7","7.4","12.4","4.5","1.2","3.1",".",".",".",".","0.2",".","0.4","."
"Undergraduates","","1314","2.921","21.2","15.4","27.9","11.9","16.3","3.9","1.3","1.4",".",".",".",".","0.2",".","0.3","."
"Special","","19","3.071","5.3","5.3","5.3",".","10.5",".",".","36.8",".",".",".",".",".",".","36.8","."
"Graduate","","146","3.950","55.5","2.1","0.7",".",".",".",".","25.3",".","0.7",".","14.4",".",".","1.4","."
"","Dept. Total","1479","2.968","24.4","14.0","24.9","10.6","14.6","3.4","1.1","4.3",".","0.1",".","1.4","0.2",".","0.9","."
