"","990
011","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
013","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
038","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Thesis","Course Total","4","***","","","","","","","","","","","","","","","","","",""
"LINGUIS
550","Dept. Total","433","3.395","45.0","22.6","14.5","5.1","5.3","1.4","2.3","2.1","",".",".","",".","0.2","1.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"550
LINGUIS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","54","3.250","27.8","37.0","14.8","5.6","11.1","3.7",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","111","3.378","40.5","27.9","17.1","6.3","3.6","0.9","2.7","0.9","",".",".","",".",".",".",".",".","."
"Junior","","96","3.347","46.9","20.8","15.6","6.3","5.2","1.0","4.2",".","",".",".","",".",".",".",".",".","."
"Senior","","115","3.346","47.0","16.5","16.5","5.2","7.0","0.9","2.6","3.5","",".",".","",".",".","0.9",".",".","."
"Undergraduates","","376","3.342","42.3","23.9","16.2","5.9","6.1","1.3","2.7","1.3","",".",".","",".",".","0.3",".",".","."
"Special","","2","4.000","50.0",".",".",".",".",".",".","50.0","",".",".","",".",".",".",".",".","."
"Graduate","","55","3.804","63.6","14.5","3.6",".",".","1.8",".","5.5","",".",".","",".","1.8","9.1",".",".","."
"","Dept. Total","433","3.395","45.0","22.6","14.5","5.1","5.3","1.4","2.3","2.1","",".",".","",".","0.2","1.4",".",".","."
