"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","",""
"MUS PERF
664","Dept. Total","542","3.923","84.9","9.4","2.8","0.2","0.2","",".","",".","0.2","",".",".","",".","0.4","2.0",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","32","3.794","71.9","18.8","9.4",".",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","85","3.884","81.2","14.1","3.5",".",".","",".","",".",".","",".",".","",".",".","1.2",".",".","."
"Junior","","56","3.855","71.4","12.5","8.9",".",".","",".","",".",".","",".",".","",".",".","7.1",".",".","."
"Senior","","189","3.914","83.6","11.1","2.1","0.5","0.5","",".","",".",".","",".",".","",".",".","2.1",".",".","."
"Undergraduates","","362","3.887","80.1","12.7","4.1","0.3","0.3","",".","",".",".","",".",".","",".",".","2.5",".",".","."
"Special","","7","3.941","85.7","14.3",".",".",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","173","3.989","94.8","2.3",".",".",".","",".","",".","0.6","",".",".","",".","1.2","1.2",".",".","."
"","Dept. Total","542","3.923","84.9","9.4","2.8","0.2","0.2","",".","",".","0.2","",".",".","",".","0.4","2.0",".",".","."
