"","999
014","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
018","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
040","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Studies","Course Total","7","4.000","85.7",".",".",".",".",".",".",".","",".",".","",".",".",".",".","14.3","."
"COM DIS
252","Dept. Total","1453","3.579","59.8","18.1","11.7","3.6","2.3","1.1","0.8","1.0","",".",".","",".","0.4","0.9","0.1","0.2","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"252
COM DIS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","31","2.888","22.6","3.2","38.7","16.1","9.7","3.2","3.2",".","",".",".","",".",".",".",".",".","3.2"
"Sophomore","","168","3.406","43.5","25.0","17.3","6.5","4.8","1.8","1.2",".","",".",".","",".",".",".",".",".","."
"Junior","","308","3.467","47.7","21.8","18.2","6.8","2.3","1.9","0.6","0.3","",".",".","",".",".",".","0.3",".","."
"Senior","","410","3.506","53.9","22.2","13.7","3.7","3.4","1.2","1.2","0.2","",".",".","",".","0.5",".",".",".","."
"Undergraduates","","917","3.454","48.9","21.9","16.7","5.7","3.5","1.6","1.1","0.2","",".",".","",".","0.2",".","0.1",".","0.1"
"Special","","63","3.508","54.0","28.6","9.5",".","1.6","1.6","3.2","1.6","",".",".","",".",".",".",".",".","."
"Graduate","","295","3.960","86.8","5.1","0.7",".",".",".",".","3.7","",".",".","",".","1.4","1.4",".","1.0","."
"Prof Yr 1","","78","3.811","74.4","19.2","6.4",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 2","","36","3.833","72.2","19.4","8.3",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","63","3.930","73.0","11.1","1.6",".",".",".",".",".","",".",".","",".",".","14.3",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","178","3.862","73.6","16.3","5.1",".",".",".",".",".","",".",".","",".",".","5.1",".",".","."
"","Dept. Total","1453","3.579","59.8","18.1","11.7","3.6","2.3","1.1","0.8","1.0","",".",".","",".","0.4","0.9","0.1","0.2","0.1"
