"STATISTICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"932
STAT","","","","","","","","","","","","","","","","","","",""
"","224
001","65","2.962","30.8","12.3","18.5","13.8","16.9","6.2","1.5",".",".",".",".",".",".",".",".","."
"","002
224","90","2.922","34.4","11.1","12.2","13.3","18.9","7.8","2.2",".",".",".",".",".",".",".",".","."
"Intro Stats for Engineers","Course Total","155","2.939","32.9","11.6","14.8","13.5","18.1","7.1","1.9",".",".",".",".",".",".",".",".","."
"","301
001","135","3.244","43.7","13.3","15.6","10.4","14.1","2.2","0.7",".",".",".",".",".",".",".",".","."
"","301
002","129","2.876","30.2","12.4","24.8","4.7","15.5","6.2","6.2",".",".",".",".",".",".",".",".","."
"","004
301","138","3.083","25.4","24.6","20.3","12.3","12.3","4.3","0.7",".",".",".",".",".",".",".",".","."
"","005
301","142","3.230","38.0","20.4","19.0","6.3","7.7","4.2","2.1","1.4",".",".",".",".","0.7",".",".","."
"","301
006","92","3.374","46.7","15.2","18.5","8.7","6.5","3.3",".","1.1",".",".",".",".",".",".",".","."
"","301
007","115","3.403","53.9","12.2","13.0","7.8","7.8","1.7","1.7","0.9",".",".",".",".","0.9",".",".","."
"Intro-Statistical Methods","Course Total","751","3.188","38.9","16.6","18.6","8.4","10.9","3.7","2.0","0.5",".",".",".",".","0.3",".",".","."
"Intro to Math Statistics","310
001","48","2.830","22.9","16.7","20.8","4.2","20.8","12.5",".",".",".",".",".",".",".",".","2.1","."
"","311
001","67","3.172","26.9","20.9","29.9","13.4","4.5","4.5",".",".",".",".",".",".",".",".",".","."
"","002
311","46","3.293","37.0","17.4","23.9","10.9","10.9",".",".",".",".",".",".",".",".",".",".","."
"Intro to Mathematical Stat","Course Total","113","3.221","31.0","19.5","27.4","12.4","7.1","2.7",".",".",".",".",".",".",".",".",".","."
"Intro to Mathematical Stat","312
001","84","3.530","36.9","31.0","31.0",".",".",".",".","1.2",".",".",".",".",".",".",".","."
"Intro Applied Stats for Engrs","324
001","111","3.144","28.8","19.8","23.4","14.4","9.9","3.6",".",".",".",".",".",".",".",".",".","."
"Applied Regression Analysis","333
001","56","3.345","32.1","32.1","17.9","10.7","3.6",".","1.8","1.8",".",".",".",".",".",".",".","."
"Introduction to Time Series","349
001","21","3.575","52.4","33.3","4.8",".",".",".","4.8","4.8",".",".",".",".",".",".",".","."
"","371
001","145","3.194","31.7","13.1","31.0","12.4","7.6","0.7","1.4","0.7",".",".",".",".","1.4",".",".","."
"","371
002","143","3.332","39.2","11.2","32.2","9.1","4.9","1.4",".","0.7",".",".",".",".","1.4",".",".","."
"","371
003","90","3.328","33.3","23.3","30.0","4.4","7.8","1.1",".",".",".",".",".",".",".",".",".","."
"Intro Applied Stats-Life Sci","Course Total","378","3.278","34.9","14.8","31.2","9.3","6.6","1.1","0.5","0.5",".",".",".",".","1.1",".",".","."
"Intro-Survey Theory & Meths","411
001","23","2.773","21.7","8.7","26.1","8.7","17.4","13.0",".","4.3",".",".",".",".",".",".",".","."
"Stat Expermntl Design-Engrs","424
001","31","3.500","35.5","48.4","12.9",".",".",".","3.2",".",".",".",".",".",".",".",".","."
"","431
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","431
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","431
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro-Theory of Probability","Course Total","10","2.400","10.0","10.0","20.0","10.0","40.0",".","10.0",".",".",".",".",".",".",".",".","."
"Intro to Biostats for Phamacy","441
001","125","3.488","55.2","6.4","29.6","2.4","3.2","1.6","0.8",".",".",".",".",".","0.8",".",".","."
"Intro-Combinatorics","475
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Linear Programming Methods","525
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Clinical Trials I","542
002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Stat Meth for Bioscience II","572
001","58","3.472","24.1","39.7","25.9","1.7",".",".",".","8.6",".",".",".",".",".",".",".","."
"Intro-Statistical Inference","610
001","20","3.625","50.0","30.0","15.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"Statistcl Mthds-Epidemiolgy","642
001","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics-Statistics","692
001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
038","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
110","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
130","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
138","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
195","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
262","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","7","3.308","57.1","14.3",".",".",".",".","14.3",".",".",".",".",".","14.3",".",".","."
