"BOTANY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"208
BOTANY","","","","","","","","","","","","","","","","","","","",""
"100
Survey of Botany","001","","125","3.312","33.6","26.4","20.0","8.8","11.2",".",".",".",".",".",".",".",".",".",".","."
"123
Plants, Parasites, & People","001","","88","3.134","18.2","33.0","27.3","6.8","6.8","5.7",".","2.3",".",".",".",".",".",".",".","."
"130
General Botany","001","","155","2.938","23.2","10.3","36.1","4.5","20.0","3.2","1.9",".",".",".",".",".","0.6",".",".","."
"151
Introductory Biology","001","","13","2.385",".",".","38.5","30.8","23.1",".","7.7",".",".",".",".",".",".",".",".","."
"152","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"152","002","","6","3.200","33.3",".","33.3",".","16.7",".",".","16.7",".",".",".",".",".",".",".","."
"152","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Introductory Biology","Course Total","","8","3.143","25.0",".","50.0",".","12.5",".",".","12.5",".",".",".",".",".",".",".","."
"260","001","","91","2.945","25.3","9.9","25.3","12.1","26.4",".","1.1",".",".",".",".",".",".",".",".","."
"260","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Introductory Ecology","Course Total","","95","2.963","26.3","9.5","25.3","12.6","25.3",".","1.1",".",".",".",".",".",".",".",".","."
"305
Principles-Plant Structure","001","","25","3.292","28.0","44.0","12.0","4.0",".","4.0","4.0",".",".",".",".",".",".",".","4.0","."
"332
Fungi","001","","18","3.056","38.9","22.2","5.6","11.1","11.1","5.6","5.6",".",".",".",".",".",".",".",".","."
"401
Vascular Flora of Wisconsin","001","","44","3.432","45.5","22.7","15.9","9.1","4.5","2.3",".",".",".",".",".",".",".",".",".","."
"403
Field Collectns&Identifictn","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"410
Evolutionary Biology","001","","23","2.739","21.7","13.0","26.1","13.0","13.0","4.3","8.7",".",".",".",".",".",".",".",".","."
"422
Plant Geography","001","","41","3.397","46.3","9.8","26.8","7.3","2.4",".","2.4","2.4",".",".",".",".","2.4",".",".","."
"460
General Ecology","001","","42","3.064","26.2","16.7","23.8","4.8","19.0",".","2.4","7.1",".",".",".",".",".",".",".","."
"466
General Genetics","001","","25","3.060","16.0","24.0","24.0","28.0","8.0",".",".",".",".",".",".",".",".",".",".","."
"500
Plant Physiology","001","","27","3.153","25.9","14.8","48.1",".","7.4","3.7",".",".",".",".",".",".",".",".",".","."
"563
Phylogenetic Anal-Molec Data","001","","8","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"575
Special Topics","003","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"651
Conservation Biology","001","","6","3.167","16.7","16.7","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"655
Biol & Genetics-Filament Fungi","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681
Senior Honors Thesis","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691
Senior Thesis","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"698
Directed Study","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","003","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","024","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","030","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","031","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","042","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","41","3.908","90.2","4.9","2.4",".",".",".","2.4",".",".",".",".",".",".",".",".","."
