"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","",""
"VET","College Total","3481","3.552","35.9","11.0","10.9","2.0","1.4","0.2","0.1","37.3","",".",".",".","0.3","0.6",".","0.3","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"VET","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Sophomore","","7","3.833","28.6","14.3",".",".",".",".",".","57.1","",".",".",".",".",".",".",".","."
"Junior","","24","3.140","41.7","4.2","12.5",".","4.2","4.2","4.2","29.2","",".",".",".",".",".",".",".","."
"Senior","","52","3.200","40.4","9.6","17.3","7.7","3.8","1.9","3.8","15.4","",".",".",".",".",".",".",".","."
"Undergraduates","","83","3.207","39.8","8.4","14.5","4.8","3.6","2.4","3.6","22.9","",".",".",".",".",".",".",".","."
"Special","","4","4.000","25.0",".",".",".",".",".",".","75.0","",".",".",".",".",".",".",".","."
"Graduate","","70","3.844","25.7","2.9","2.9",".",".",".",".","48.6","",".",".",".","17.1",".",".","2.9","."
"Prof Yr 1","","762","3.585","36.2","14.3","13.8","2.4","1.3","0.3",".","30.3","",".",".",".",".","1.4",".",".","."
"Prof Yr 2","","710","3.491","35.6","22.1","20.3","3.4","1.4",".",".","15.8","",".",".",".",".","1.4",".",".","."
"Prof Yr 3","","939","3.411","30.7","11.5","12.6","2.7","2.7","0.3",".","39.6","",".",".",".",".",".",".",".","."
"Prof Yr 4","","913","4.000","41.5",".",".",".",".",".",".","57.6","",".",".",".",".",".",".","0.9","."
"Professionals","","3324","3.562","36.0","11.3","11.0","2.0","1.4","0.2",".","37.3","",".",".",".",".","0.6",".","0.2","."
"","College Total","3481","3.552","35.9","11.0","10.9","2.0","1.4","0.2","0.1","37.3","",".",".",".","0.3","0.6",".","0.3","."
