"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Stdt Tch-His&Soc St Mid Sch","458
001","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Tchg Hist&Soc St in HS","459
001","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Seminar:K-Mid Schl Teaching","463
001","","50","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Stdt Tchg in Elem School","464
001","","33","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Tchg-Kindergarten","465
001","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Teaching-Music:Elem","466
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Stdt Teaching-Music:Secndry","467
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Stdt Teaching Engl-Mid Schl","472
001","","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Teach-Science in H.S.","490
001","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Student Teaching in HS Math","494
001","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Teach Sci-MiddleSchl","495
001","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Teaching-English in HS","496
001","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Teach-Middle Schl Math","497
001","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Teaching-Middle School","498
001","","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Health Info for Teachers","501
001","","59","3.788","66.1","25.4","8.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Literacy Across the Curriculum","503
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Literacy Assessmnt&Interventn","504
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","506
001","","28","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","506
002","","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Strategy-Inclusive Schoolng","Course Total","","55","3.964","92.7","7.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Holocaust: Hist, Memory & Educ","515
001","","7","3.571","28.6","57.1","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","537
001","","27","3.963","92.6","7.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","537
002","","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Diverse Learners","Course Total","","54","3.981","96.3","3.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Org&Adm-School Hlth Progms","541
001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teacher Ed-Alcohol & Drugs","542
001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Probs-Teaching World Lang","564
001","","8","4.000","50.0",".",".",".",".",".",".",".",".",".",".",".","50.0",".",".","."
"Pract-Spec Ed in the Arts","566
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar on Literacy","604
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Educational Media","607
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fld Proj-Lib&Info Agencies","620
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Action Research in Schools","626
001","","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","630
002","","9","4.000","88.9",".",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"","630
003","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wrkshp-Schl Program Develop","Course Total","","20","4.000","95.0",".",".",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"Tchg: Number & Generalization","636
001","","11","3.409","54.5","9.1","18.2",".","18.2",".",".",".",".",".",".",".",".",".",".","."
"Tchg: Geometry & Measurement","638
001","","15","3.500","40.0","33.3","20.0",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"Early Childhood Education","660
001","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem School Curriculum","662
001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lrng Envr-Initial Ed Progm","663
001","","15","4.000","93.3",".",".",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"","675
001","","32","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"June 23, 2011","","","","","","","","","","","","","","","","","","","","Page 84 of 403"
