"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"","370
001","","22","3.786","72.7","13.6",".","9.1",".",".",".",".",".",".",".",".","4.5",".",".","."
"","370
002","","24","3.917","87.5","8.3","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
003","","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Mathematics","Course Total","","55","3.870","81.8","10.9","1.8","3.6",".",".",".",".",".",".",".",".","1.8",".",".","."
"","371
001","","25","3.980","96.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","371
002","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Social Studies","Course Total","","48","3.990","97.9","2.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","372
001","","25","3.860","84.0","4.0","12.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","372
002","","23","3.955","87.0","8.7",".",".",".",".",".",".",".",".",".",".","4.3",".",".","."
"Teaching Science","Course Total","","48","3.904","85.4","6.3","6.3",".",".",".",".",".",".",".",".",".","2.1",".",".","."
"","373
001","","41","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","373
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem Teaching Practicum III","Course Total","","46","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Gen Ed Pract-Diverse Learners","374
001","","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","375
001","","25","4.000","96.0",".",".",".",".",".",".",".",".",".",".",".","4.0",".",".","."
"","375
001","","20","3.900","90.0","5.0",".","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","Section Total","","45","3.973","93.3","2.2",".","2.2",".",".",".",".",".",".",".",".","2.2",".",".","."
"","375
002","","17","3.679","47.1","17.6","17.6",".",".",".",".","5.9",".",".",".",".","5.9","5.9",".","."
"","375
003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","375
004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","375
005","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Proseminar","Course Total","","83","3.821","79.5","7.2","4.8","2.4",".",".",".","2.4",".",".",".",".","2.4","1.2",".","."
"Teaching Science-Sec Schl","390
001","","9","3.722","44.4","55.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teach Secondary Schl Math I","393
001","","14","3.893","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching of English","396
001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
095","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","422
001","","23","3.955","87.0","8.7",".",".",".",".",".",".",".",".",".",".","4.3",".",".","."
"","422
002","","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Teaching of Children's Lit","Course Total","","48","3.979","93.8","4.2",".",".",".",".",".",".",".",".",".",".","2.1",".",".","."
"Concrn&Constrnt-Tch Yng Chl","425
001","","26","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Meths-Teachng Fam & Consumr Ed","427
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Young Adult Lit for Schools","431
001","","15","3.800","73.3","13.3","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","440
001","","44","",".",".",".",".",".",".",".",".",".","97.7",".",".",".",".",".","."
"","440
002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem Teaching Practicum IV","Course Total","","48","",".",".",".",".",".",".",".",".",".","97.9",".",".",".",".",".","."
"Stdt Teaching World Lang (K-8)","442
001","","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Teaching World Lang(6-12)","443
001","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Tchg-Health Education","457
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
