"HISTORY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"Amer Hist-Civil War-Present","102","001","271","3.215","21.8","28.8","27.3","13.7","6.3","0.4","0.4","0.4",".",".",".",".",".","1.1",".","."
"Medieval Europe 410-1500","115","001","71","3.689","53.5","28.2","4.2","7.0",".",".",".","5.6",".",".",".",".","1.4",".",".","."
"Europe&Mod World 1815-On","120","001","68","3.148","11.8","26.5","39.7","10.3","5.9",".",".","4.4",".",".",".",".","1.5",".",".","."
"AsianAm His:Settlmnt&Belonging","161","001","48","3.682","64.6","10.4","12.5","2.1",".",".","2.1","8.3",".",".",".",".",".",".",".","."
"","199","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","199","010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","2","***","","","","","","","","","","","","","","","",""
"","221","001","91","3.199","11.0","36.3","25.3","15.4","3.3",".",".","4.4",".",".",".",".",".","4.4",".","."
"","221","002","60","2.873","13.3","8.3","31.7","16.7","11.7","1.7","1.7","15.0",".",".",".",".",".",".",".","."
"","221","003","43","3.359","14.0","44.2","27.9","2.3","2.3",".",".","4.7",".",".",".",".","4.7",".",".","."
"Explorations in Amer Hist (H)","","Course Total","194","3.139","12.4","29.4","27.8","12.9","5.7","0.5","0.5","7.7",".",".",".",".","1.0","2.1",".","."
"Exploration-European Hist (H)","223","001","42","2.813","7.1","26.2","26.2","14.3","11.9","9.5",".","2.4",".",".",".",".",".","2.4",".","."
"Exploration-3rd World Hist (H)","225","001","44","3.650","45.5","34.1","6.8","2.3","2.3",".",".","4.5",".",".",".",".","4.5",".",".","."
"Col,Natn&Minrty:PuertoRican","243","001","38","2.932","13.2","28.9","26.3","15.8","2.6","7.9","2.6","2.6",".",".",".",".",".",".",".","."
"SE Asian Refugees of Cold War","246","001","38","3.662","44.7","31.6","10.5","2.6",".",".",".","10.5",".",".",".",".",".",".",".","."
"Russia: An Interdis Survey","253","001","17","2.900","11.8","29.4","35.3",".",".",".","11.8","5.9",".",".",".",".","5.9",".",".","."
"Latin America-Introduction","260","001","32","3.468","59.4","6.3","18.8","3.1","6.3",".","3.1",".",".",".",".",".",".",".","3.1","."
"Cen Asia: Silk Route-Afghan","265","002","27","3.087","22.2","11.1","33.3","11.1","3.7",".","3.7","14.8",".",".",".",".",".",".",".","."
"Topics in LGBT History","275","001","72","3.507","40.3","36.1","15.3","2.8","2.8",".","1.4",".",".",".",".",".","1.4",".",".","."
"Africa: Introductory Survey","277","001","41","3.163","24.4","19.5","31.7","12.2","7.3","2.4",".","2.4",".",".",".",".",".",".",".","."
"Africans in Americas 1492-1808","278","001","133","3.070","15.8","30.8","24.8","14.3","6.0","2.3","2.3","3.0",".",".",".",".","0.8",".",".","."
"Intermed Hon Smr-Study Hist(H)","283","001","13","3.731","53.8","38.5","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Hist Am Thought 1859-Pres","302","001","61","3.211","24.6","24.6","24.6","11.5","4.9","3.3",".","4.9",".",".",".",".","1.6",".",".","."
"A History of Rome","307","001","79","3.420","27.8","34.2","21.5","2.5","5.1",".",".","6.3",".",".",".",".",".",".","2.5","."
"Intro-Byzantine History&Civ","313","001","71","3.237","19.7","33.8","16.9","9.9","2.8","2.8","1.4","1.4",".",".",".",".",".",".","11.3","."
"Hist-China 589 AD-1919","337","001","49","2.988","18.4","22.4","22.4","12.2","8.2",".","6.1","6.1",".",".",".",".","4.1",".",".","."
"Seventeenth-Century Europe","351","001","72","3.293","18.1","45.8","15.3","8.3","2.8","1.4","1.4","6.9",".",".",".",".",".",".",".","."
"Women&Gender in US Since 1870","354","001","31","3.548","22.6","67.7","6.5","3.2",".",".",".",".",".",".",".",".",".",".",".","."
"Modern Britain: 1485-1660","361","001","74","3.170","10.8","24.3","39.2","10.8","4.1",".",".","8.1",".",".",".",".","1.4",".",".","1.4"
"Mod Pol Hist of Jews:1655-1919","373","001","23","3.300","17.4","30.4","30.4","4.3","4.3",".",".","13.0",".",".",".",".",".",".",".","."
"Slavery,Civil War&Recon1848-77","393","001","34","3.164","23.5","26.5","20.6","5.9","2.9",".","5.9","8.8",".",".",".",".","5.9",".",".","."
"United States, 1877-1914","395","001","71","3.478","59.2","16.9","11.3",".","1.4","1.4","5.6","4.2",".",".",".",".",".",".",".","."
"United States 1914-1945","397","001","69","3.300","27.5","27.5","31.9","7.2","2.9",".","1.4","1.4",".",".",".",".",".",".",".","."
"The US Since 1945","398","001","155","3.523","41.9","23.9","15.5","5.2","1.3",".","1.3","11.0",".",".",".",".",".",".",".","."
"Immigratn&Assimlatn-Am Hist","403","001","70","3.423","28.6","25.7","20.0","8.6","1.4",".",".","8.6",".",".",".",".","5.7","1.4",".","."
"History-American Education","412","001","67","3.532","38.8","29.9","19.4","3.0",".","1.5",".","1.5",".",".",".",".","1.5","4.5",".","."
"History of Russia","418","001","67","3.240","13.4","31.3","31.3","13.4","1.5",".",".","3.0",".",".",".",".","6.0",".",".","."
"Soviet Union & World,1917-1991","424","001","66","3.141","28.8","30.3","13.6","16.7","4.5",".","6.1",".",".",".",".",".",".",".",".","."
"The History of Punishment","426","001","24","3.261","20.8","25.0","33.3","16.7",".",".",".","4.2",".",".",".",".",".",".",".","."
"Amer Foreign Rel-1901 on","434","001","112","3.476","34.8","31.3","18.8","6.3","2.7",".",".","4.5",".",".",".",".","1.8",".",".","."
"Western Christianity","437","001","34","3.250","23.5","32.4","20.6","14.7",".",".","2.9","2.9",".",".",".",".","2.9",".",".","."
"June 23, 2011","","","","","","","","","","","","","","","","","","","Page 223 of 403",""
