"","991
004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","991
009","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","991
010","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Linguistc&Germanic Philolgy","Course Total","14","",".",".",".",".",".",".",".","42.9",".",".",".","57.1",".",".",".","."
"GERMAN
424","Dept. Total","823","3.502","49.3","19.4","15.6","3.6","3.8","1.6","0.9","3.5",".","0.1",".","1.3","0.2",".",".","0.6"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","",""
"Freshmen","","68","3.430","50.0","10.3","25.0","2.9","11.8",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","218","3.497","50.0","22.0","17.4","2.8","3.2","2.3","1.4","0.5",".",".",".",".",".",".",".","0.5"
"Junior","","190","3.425","45.8","23.7","15.8","6.3","5.8","1.1","1.1","0.5",".",".",".",".",".",".",".","."
"Senior","","210","3.464","45.2","22.9","17.1","4.8","2.4","2.9","0.5","2.4",".",".",".",".",".",".",".","1.9"
"Undergraduates","","686","3.460","47.4","21.6","17.6","4.4","4.5","1.9","0.9","1.0",".",".",".",".",".",".",".","0.7"
"Special","","13","3.444","53.8","15.4",".",".",".",".","7.7","15.4",".",".",".",".","7.7",".",".","."
"Graduate","","122","3.861","59.0","8.2","5.7",".",".",".",".","16.4",".","0.8",".","9.0","0.8",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","823","3.502","49.3","19.4","15.6","3.6","3.8","1.6","0.9","3.5",".","0.1",".","1.3","0.2",".",".","0.6"
