"MECHANICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"Automatic Controls","Course Total","","7","3.250","28.6","14.3","28.6",".","14.3",".",".","14.3",".",".",".",".",".",".",".","."
"447","001","","21","3.429","28.6","33.3","33.3","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"447","003","","7","3.286","28.6",".","71.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Comptr Cntrl-Machns&Process","Course Total","","28","3.393","28.6","25.0","42.9","3.6",".",".",".",".",".",".",".",".",".",".",".","."
"461
Thermal Systems Modeling","001","","21","3.357","42.9","14.3","23.8","9.5","9.5",".",".",".",".",".",".",".",".",".",".","."
"466
Air Pollutn-Measure&Control","001","","12","3.583","25.0","66.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"476
Engr Princpl Off-Road Vehicles","001","","23","3.043","21.7","8.7","34.8","26.1","8.7",".",".",".",".",".",".",".",".",".",".","."
"489","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors in Research","Course Total","","4","***","","","","","","","","","","","","","","","",""
"491","004","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"491","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","042","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"491","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","050","","16","3.857","75.0","18.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"491","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Mech Engr Projects I","Course Total","","33","3.870","75.8","12.1","6.1",".",".",".",".",".",".",".",".",".","3.0",".","3.0","."
"492
Mech Engr Projects II","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"508
Composite Materials","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"512
Inspectn,Qual Cntrl&Relblty","001","","7","3.429","14.3","57.1","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"532
Thry&Appl of Pattrn Recgntn","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"545
Fluid Power","001","","15","3.200","33.3","26.7","26.7",".","6.7",".","6.7",".",".",".",".",".",".",".",".","."
"558
Intro-Computationl Geometry","001","","7","3.786","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"563
Intermediate Fluid Dynamics","001","","27","3.212","29.6","7.4","40.7","11.1","7.4",".",".","3.7",".",".",".",".",".",".",".","."
"564
Heat Transfer","001","","44","3.318","25.0","38.6","22.7","11.4",".",".","2.3",".",".",".",".",".",".",".",".","."
"573","002","","7","3.700","42.9","14.3","14.3",".",".",".",".",".",".",".",".",".","28.6",".",".","."
"573","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Computational Fluid Dynamcs","Course Total","","8","3.583","37.5","12.5","25.0",".",".",".",".",".",".",".",".",".","25.0",".",".","."
"577
Automatic Controls Lab","001","","9","3.611","22.2","77.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"601","001","","38","3.421","28.9","26.3","44.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"601","002","","11","2.786",".","18.2","18.2","9.1","18.2",".",".","18.2",".",".",".",".",".",".","18.2","."
"601","003","","16","3.844","68.8","31.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"601","004","","20","3.632","45.0","30.0","20.0",".",".",".",".",".",".",".",".",".",".",".","5.0","."
"601","005","","10","3.700","40.0","60.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"601","006","","15","3.267","33.3","13.3","40.0",".","13.3",".",".",".",".",".",".",".",".",".",".","."
"601","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
