"","990
075","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
077","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
078","3","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","51","",".",".",".",".",".",".",".","76.5",".",".",".","21.6","",".",".","2.0","."
"PATH-BIO
703","Dept. Total","661","3.495","44.6","15.6","15.9","2.7","1.7","0.3","0.5","16.3",".",".",".","1.8","",".",".","0.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"703
PATH-BIO","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","3","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Junior","","9","2.520","22.2","11.1","33.3",".","11.1","11.1","11.1",".",".",".",".",".","",".",".",".","."
"Senior","","26","2.760","19.2","15.4","30.8","15.4","7.7","3.8","7.7",".",".",".",".",".","",".",".",".","."
"Undergraduates","","38","2.764","23.7","15.8","28.9","10.5","7.9","5.3","7.9",".",".",".",".",".","",".",".",".","."
"Special","","4","4.000","25.0",".",".",".",".",".",".","75.0",".",".",".",".","",".",".",".","."
"Graduate","","70","3.844","25.7","2.9","2.9",".",".",".",".","48.6",".",".",".","17.1","",".",".","2.9","."
"Prof Yr 1","","90","3.357","35.6","12.2","33.3","6.7","4.4",".",".","7.8",".",".",".",".","",".",".",".","."
"Prof Yr 2","","307","3.519","45.0","22.1","19.5","2.6","1.3",".",".","9.4",".",".",".",".","",".",".",".","."
"Prof Yr 3","","82","3.873","75.6","19.5","2.4",".",".",".",".","2.4",".",".",".",".","",".",".",".","."
"Prof Yr 4","","70","4.000","50.0",".",".",".",".",".",".","47.1",".",".",".",".","",".",".","2.9","."
"Professionals","","549","3.545","48.6","17.3","16.8","2.6","1.5",".",".","12.9",".",".",".",".","",".",".","0.4","."
"","Dept. Total","661","3.495","44.6","15.6","15.9","2.7","1.7","0.3","0.5","16.3",".",".",".","1.8","",".",".","0.6","."
