"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"JEWISH STUDIES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","",""
"Food in Rabbinic Judasim","278
001","","28","3.429","14.3","57.1","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Hebrew Literature","302
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Modern Jewish Literature","318
001","","21","3.875","76.2","14.3","4.8",".",".",".",".","4.8",".",".",".",".",".",".",".","."
"Yiddish Song & the Jewish Exp","319
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Prophets of the Bible","332
001","","9","3.278","33.3","11.1","44.4",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"Jewish Lit: Greco-Roman Period","346
001","","6","3.417","33.3","33.3","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Mod Pol Hist of Jews:1655-1919","373
001","","8","3.500","25.0","37.5","25.0",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"Survey of Modern Hebrew Lit","402
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Classical Rabbinic Texts","448
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Jewish Studies","490
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Holocaust: Hist, Memory & Educ","515
001","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Rdgs-Contemp Hebrew Lit","534
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"JEWISH
510","Dept. Total","","88","3.600","43.2","33.0","19.3","1.1","1.1",".",".","2.3",".",".",".",".",".",".",".","."
