"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","100
001","25","2.820","28.0","20.0","8.0","8.0","20.0","16.0",".",".",".",".",".",".",".",".",".","."
"","100
002","34","2.809","23.5","11.8","20.6","20.6","11.8","8.8","2.9",".",".",".",".",".",".",".",".","."
"","100
003","36","2.957","30.6","8.3","25.0","5.6","22.2","2.8","2.8","2.8",".",".",".",".",".",".",".","."
"","100
004","34","2.939","35.3","5.9","17.6","11.8","17.6","5.9","2.9",".","2.9",".",".",".",".",".",".","."
"","100
005","37","2.554","10.8","13.5","16.2","10.8","43.2","2.7","2.7",".",".",".",".",".",".",".",".","."
"","100
006","36","3.236","30.6","16.7","36.1","2.8","13.9",".",".",".",".",".",".",".",".",".",".","."
"","007
100","35","2.914","25.7","8.6","31.4","14.3","11.4","5.7","2.9",".",".",".",".",".",".",".",".","."
"","100
008","35","2.543","17.1","5.7","25.7","5.7","34.3","5.7","5.7",".",".",".",".",".",".",".",".","."
"","100
009","31","2.700","19.4","6.5","32.3","6.5","16.1","16.1",".",".","3.2",".",".",".",".",".",".","."
"","100
010","34","2.500","20.6","5.9","20.6","5.9","26.5","17.6","2.9",".",".",".",".",".",".",".",".","."
"Intro Financial Accounting","Course Total","337","2.798","24.0","10.1","23.7","9.2","22.0","7.7","2.4","0.3","0.6",".",".",".",".",".",".","."
"","211
001","29","3.000","24.1","3.4","51.7","3.4","10.3","6.9",".",".",".",".",".",".",".",".",".","."
"","211
002","29","2.690","24.1","6.9","27.6","6.9","17.2","13.8","3.4",".",".",".",".",".",".",".",".","."
"","211
003","33","2.563","9.1","9.1","33.3","3.0","30.3","12.1",".",".",".",".",".",".",".",".",".","3.0"
"","211
004","33","2.788","18.2","6.1","36.4","6.1","27.3","6.1",".",".",".",".",".",".",".",".",".","."
"","211
005","39","2.654","12.8","12.8","25.6","15.4","20.5","12.8",".",".",".",".",".",".",".",".",".","."
"","211
006","38","2.605","10.5","13.2","26.3","7.9","34.2","5.3","2.6",".",".",".",".",".",".",".",".","."
"","211
007","38","2.711","13.2","7.9","36.8","7.9","26.3","7.9",".",".",".",".",".",".",".",".",".","."
"","211
008","39","2.769","20.5","2.6","35.9","7.7","25.6","7.7",".",".",".",".",".",".",".",".",".","."
"","211
009","39","3.231","28.2","17.9","35.9","7.7","10.3",".",".",".",".",".",".",".",".",".",".","."
"","211
010","40","2.413","12.5","7.5","20.0",".","45.0","15.0",".",".",".",".",".",".",".",".",".","."
"","211
011","14","3.357","64.3",".","14.3",".","14.3","7.1",".",".",".",".",".",".",".",".",".","."
"","211
012","23","2.674","17.4","8.7","26.1","4.3","34.8","8.7",".",".",".",".",".",".",".",".",".","."
"","211
013","40","2.575","15.0","5.0","30.0","5.0","35.0","7.5","2.5",".",".",".",".",".",".",".",".","."
"Intro Managerial Accounting","Course Total","434","2.740","18.4","8.3","31.3","6.2","26.3","8.5","0.7",".",".",".",".",".",".",".",".","0.2"
"","300
001","44","2.966","13.6","25.0","34.1","9.1","11.4","6.8",".",".",".",".",".",".",".",".",".","."
"","002
300","24","3.022","20.8","33.3","16.7","4.2","12.5","4.2","4.2","4.2",".",".",".",".",".",".",".","."
"","003
300","42","3.188","28.6","21.4","21.4","14.3","4.8","4.8",".","4.8",".",".",".",".",".",".",".","."
"","300
004","30","3.107","26.7","16.7","20.0","10.0","20.0",".",".","6.7",".",".",".",".",".",".",".","."
"","300
005","21","2.690","14.3","23.8","19.0","9.5","14.3","19.0",".",".",".",".",".",".",".",".",".","."
"Accounting Principles","Course Total","161","3.019","21.1","23.6","23.6","9.9","11.8","6.2","0.6","3.1",".",".",".",".",".",".",".","."
"","301
001","40","3.225","30.0","25.0","17.5","15.0","12.5",".",".",".",".",".",".",".",".",".",".","."
"","002
301","43","3.163","20.9","23.3","37.2","9.3","7.0","2.3",".",".",".",".",".",".",".",".",".","."
"","301
003","42","3.095","14.3","9.5","61.9","9.5","4.8",".",".",".",".",".",".",".",".",".",".","."
"","004
301","45","3.239","33.3","4.4","42.2","11.1","6.7",".",".","2.2",".",".",".",".",".",".",".","."
"Financial Reporting I","Course Total","170","3.180","24.7","15.3","40.0","11.2","7.6","0.6",".","0.6",".",".",".",".",".",".",".","."
"","302
001","33","3.045","21.2","12.1","42.4","15.2","3.0","6.1",".",".",".",".",".",".",".",".",".","."
"","302
002","31","3.290","38.7","19.4","25.8","6.5","3.2","6.5",".",".",".",".",".",".",".",".",".","."
"","302
003","43","3.349","34.9","16.3","37.2","7.0","4.7",".",".",".",".",".",".",".",".",".",".","."
"Financial Reporting II","Course Total","107","3.238","31.8","15.9","35.5","9.3","3.7","3.7",".",".",".",".",".",".",".",".",".","."
"","310
001","46","3.261","30.4","21.7","30.4","13.0",".","4.3",".",".",".",".",".",".",".",".",".","."
"","310
002","45","3.244","22.2","24.4","40.0","11.1",".","2.2",".",".",".",".",".",".",".",".",".","."
"Cost Management Systems","Course Total","91","3.253","26.4","23.1","35.2","12.1",".","3.3",".",".",".",".",".",".",".",".",".","."
"Taxatn:Bus & Persnl Planng","329
003","36","3.167","25.0","25.0","25.0","19.4","2.8",".","2.8",".",".",".",".",".",".",".",".","."
"Reading & Rsch-Accounting","399
077","2","***","","","","","","","","","",".",".",".",".",".",".","."
"June 23, 2011","","","","","","","","","","","","","","","","","","","Page 51 of 403"
