"MILITARY SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","",""
"","102
001","","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
002","","19","3.895","89.5",".","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
003","","21","3.952","90.5","9.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
004","","17","3.969","88.2","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","5.9"
"Basic Leadership","Course Total","","71","3.936","88.7","7.0","2.8",".",".",".",".",".",".",".",".",".",".",".",".","1.4"
"Leadership Lab 1B","111
111","","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","202
001","","22","3.636","50.0","36.4","9.1",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","202
002","","22","3.705","63.6","18.2","13.6","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","202
003","","12","3.667","91.7",".",".",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"Leadership and Teamwork","Course Total","","56","3.670","64.3","21.4","8.9","1.8","1.8",".","1.8",".",".",".",".",".",".",".",".","."
"Leadership Lab 2B","211
211","","16","3.688","81.3","12.5",".",".",".",".","6.3",".",".",".",".",".",".",".",".","."
"Leadership and Ethics","302
001","","22","3.818","81.8","4.5","9.1","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 3B","311
001","","18","3.944","94.4",".","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Officership","402
001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 4B","411
001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"American Military History","491
001","","7","3.429","57.1",".","28.6",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"MIL SCI
644","Dept. Total","","231","3.800","82.7","9.1","5.2","0.9","0.9",".","0.9",".",".",".",".",".",".",".",".","0.4"
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","78","3.772","74.4","17.9","5.1",".","1.3",".",".",".",".",".",".",".",".",".",".","1.3"
"Sophomore","","","55","3.673","78.2","9.1","7.3","1.8",".",".","3.6",".",".",".",".",".",".",".",".","."
"Junior","","","42","3.841","85.7","4.8","7.1","2.4",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","","43","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","","218","3.811","82.6","9.6","5.0","0.9","0.5",".","0.9",".",".",".",".",".",".",".",".","0.5"
"Special","","","13","3.652","84.6",".","7.7",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","","231","3.800","82.7","9.1","5.2","0.9","0.9",".","0.9",".",".",".",".",".",".",".",".","0.4"
