"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Practicum-Secondary Sci Ed","290
001","","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Practm-Secondry Sch English","296
001","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","305
001","","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","305
002","","17","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Rdg & Other Lang Arts","Course Total","","36","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","313
001","","27","3.963","92.6","7.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","313
002","","27","3.778","59.3","37.0","3.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lang & Lit-Secondary Curric","Course Total","","54","3.870","75.9","22.2","1.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
001","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
002","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
003","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Art and Design in Teaching","Course Total","","42","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Practicum-Fam & Consumer Educ","330
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Tchg Gen Music-Secndry Schl","334
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Tchg Instrumental Music-Sec","336
001","","6","3.583","66.7","16.7",".",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"","337
001","","6","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","337
002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum in Teaching Music","Course Total","","9","3.833","55.6",".","11.1",".",".",".",".",".",".",".",".",".",".",".","33.3","."
"Elementary Educ Practicum One","340
001","","50","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","354
001","","25","3.920","84.0","16.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","354
002","","23","3.935","87.0","13.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Music","Course Total","","48","3.927","85.4","14.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pract: Soc Studies-Sec Schl","358
001","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Tchg of Hist & Other Soc St","359
001","","15","3.767","60.0","33.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Practicum in Math-Sec Schl","361
001","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","362
001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
002","","11","3.909","90.9",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
003","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
004","","9","4.000","88.9",".",".",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"","362
005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Drama in Education","Course Total","","40","3.974","95.0",".","2.5",".",".",".",".","2.5",".",".",".",".",".",".",".","."
"","364
001","","25","3.860","76.0","20.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","364
002","","25","3.980","96.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Education","Course Total","","50","3.920","86.0","12.0","2.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","367
001","","45","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","367
002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem Teaching Practicum II","Course Total","","48","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","368
001","","24","3.957","91.7",".","4.2",".",".",".",".",".",".",".",".",".","4.2",".",".","."
"","368
002","","24","3.875","83.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Teaching of Reading","Course Total","","48","3.915","87.5","4.2","6.3",".",".",".",".",".",".",".",".",".","2.1",".",".","."
"","369
001","","24","4.000","95.8",".",".",".",".",".",".",".",".",".",".",".","4.2",".",".","."
"","369
002","","24","3.896","83.3","12.5","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Teaching of Language Arts","Course Total","","48","3.947","89.6","6.3","2.1",".",".",".",".",".",".",".",".",".","2.1",".",".","."
