"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"ESL: Grammar-Academic Use","115
001","18","",".",".",".",".",".",".",".",".",".","94.4","5.6",".",".",".",".","."
"","116
001","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
002","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
003","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","116
004","17","",".",".",".",".",".",".",".",".",".","94.1","5.9",".",".",".",".","."
"","116
005","17","",".",".",".",".",".",".",".",".",".","82.4","17.6",".",".",".",".","."
"ESL:Academc Readng&Vocablry","Course Total","82","",".",".",".",".",".",".",".",".",".","93.9","6.1",".",".",".",".","."
"","117
001","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
002","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
003","16","",".",".",".",".",".",".",".",".",".","87.5","6.3",".",".","6.3",".","."
"","117
004","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","117
005","16","",".",".",".",".",".",".",".",".",".","81.3","18.8",".",".",".",".","."
"","117
006","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
007","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
008","16","",".",".",".",".",".",".",".",".",".","75.0","25.0",".",".",".",".","."
"","117
009","17","",".",".",".",".",".",".",".",".",".","88.2","11.8",".",".",".",".","."
"","117
010","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","117
012","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL: Academic Writing I","Course Total","178","",".",".",".",".",".",".",".",".",".","92.7","6.7",".",".","0.6",".","."
"","118
001","17","3.647","58.8","17.6","17.6","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","002
118","16","3.500","56.3","31.3",".","6.3",".",".","6.3",".",".",".",".",".",".",".",".","."
"","118
003","15","3.367","40.0","33.3","20.0",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"","118
004","17","3.765","52.9","47.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
005","14","3.643","42.9","42.9","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
006","15","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
007","17","3.618","70.6","17.6","5.9",".",".",".","5.9",".",".",".",".",".",".",".",".","."
"","008
118","16","3.500","25.0","50.0","12.5","6.3",".",".",".",".",".",".",".",".",".",".",".","6.3"
"","009
118","14","3.250","42.9","21.4","14.3","14.3",".",".","7.1",".",".",".",".",".",".",".",".","."
"","118
010","16","3.500","75.0","12.5",".",".",".","6.3","6.3",".",".",".",".",".",".",".",".","."
"","118
011","16","3.281","43.8","18.8","25.0",".","6.3",".","6.3",".",".",".",".",".",".",".",".","."
"","118
012","15","3.433","46.7","33.3","13.3",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"ESL: Academic Writing II","Course Total","188","3.532","52.1","29.8","10.1","2.7","0.5","0.5","3.7",".",".",".",".",".",".",".",".","0.5"
"ESL:Oral Communicatn Skills","122
001","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Shakespeare","162
001","185","3.352","18.4","46.5","24.9","8.1",".","0.5","0.5","1.1",".",".",".",".",".",".",".","."
"","168
001","167","3.268","21.0","34.1","29.9","7.8","3.6","1.2","0.6","1.2",".",".",".",".","0.6",".",".","."
"","168
002","27","3.523","37.0","18.5","18.5","7.4",".",".",".","3.7",".",".",".",".","7.4",".",".","7.4"
"Intro to Modern Lit since 1900","Course Total","194","3.298","23.2","32.0","28.4","7.7","3.1","1.0","0.5","1.5",".",".",".",".","1.5",".",".","1.0"
"","169
001","146","3.449","37.0","29.5","24.0","6.8","2.1","0.7",".",".",".",".",".",".",".",".",".","."
"","169
002","215","3.218","12.6","40.9","31.6","9.8","2.8","0.5","0.9","0.9",".",".",".",".",".",".",".","."
"","169
003","173","3.378","31.2","35.8","20.2","6.9","3.5","0.6","1.2",".",".",".",".",".",".","0.6",".","."
"Intro to Modern American Lit","Course Total","534","3.343","25.3","36.1","25.8","8.1","2.8","0.6","0.7","0.4",".",".",".",".",".","0.2",".","."
"","201
001","13","3.346","30.8","23.1","30.8","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"","201
002","15","3.767","60.0","33.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
003","17","3.588","52.9","23.5","17.6",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","201
004","10","3.250","10.0","40.0","40.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"June 23, 2011","","","","","","","","","","","","","","","","","","Page 203 of 403",""
