"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"992","033","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"992","039","4","***","","","","","","","","","",".",".",".",".",".",".","."
"992","041","5","***","","","","","","","","","",".",".",".",".",".",".","."
"992","046","5","***","","","","","","","","","",".",".",".",".",".",".","."
"992","056","3","***","","","","","","","","","",".",".",".",".",".",".","."
"992","059","2","***","","","","","","","","","",".",".",".",".",".",".","."
"992","077","2","***","","","","","","","","","",".",".",".",".",".",".","."
"992","084","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Physical","Course Total","79","",".",".",".",".",".",".",".","70.9",".",".",".","22.8",".",".","6.3","."
"993","007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"993","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"993","032","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"993","039","1","***","","","","","","","","","",".",".",".",".",".",".","."
"993","041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"993","046","4","***","","","","","","","","","",".",".",".",".",".",".","."
"993","049","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"993","057","3","***","","","","","","","","","",".",".",".",".",".",".","."
"993","067","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"993","077","4","***","","","","","","","","","",".",".",".",".",".",".","."
"993","082","1","***","","","","","","","","","",".",".",".",".",".",".","."
"993","084","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Analytical","Course Total","42","",".",".",".",".",".",".",".","92.9",".",".",".","4.8","2.4",".",".","."
"994","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"994","009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"994","010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"994","015","2","***","","","","","","","","","",".",".",".",".",".",".","."
"994","045","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"994","056","1","***","","","","","","","","","",".",".",".",".",".",".","."
"994","058","5","***","","","","","","","","","",".",".",".",".",".",".","."
"994","081","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Research-Inorganic","Course Total","30","",".",".",".",".",".",".",".","86.7",".",".",".","13.3",".",".",".","."
"996","004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"996","007","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"996","015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","039","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"996","082","5","***","","","","","","","","","",".",".",".",".",".",".","."
"996","084","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Materials Chemistry","Course Total","26","",".",".",".",".",".",".",".","80.8",".",".",".","19.2",".",".",".","."
