"741
DANCE","","","","","","","","","","","","","","","","","","","","","",""
"","699
024","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
026","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Project","Course Total","7","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"741
DANCE","Dept. Total","1201","3.836","84.1","7.4","5.4","0.8","1.0","0.2","0.1","0.8","",".",".","",".","",".","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","112","3.876","88.4","6.3","3.6",".","1.8",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","273","3.869","83.9","8.8","5.9","1.1",".",".",".",".","",".",".","",".","",".","0.4",".",".","."
"Junior","","240","3.787","82.5","8.3","6.3","0.4","1.7",".","0.4","0.4","",".",".","",".","",".",".",".",".","."
"Senior","","512","3.835","85.5","6.1","5.1","0.8","1.2","0.4",".","0.8","",".",".","",".","",".","0.2",".",".","."
"Undergraduates","","1137","3.837","84.8","7.2","5.4","0.7","1.1","0.2","0.1","0.4","",".",".","",".","",".","0.2",".",".","."
"Special","","27","3.696","48.1","18.5","11.1","3.7",".",".",".","18.5","",".",".","",".","",".",".",".",".","."
"Graduate","","33","3.939","90.9","6.1","3.0",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","2","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Prof Yr 3","","2","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","","4","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","1201","3.836","84.1","7.4","5.4","0.8","1.0","0.2","0.1","0.8","",".",".","",".","",".","0.2",".",".","."
