"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"799","174","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","180","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","181","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","182","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research","Course Total","","161","",".",".",".",".",".",".",".","97.5",".",".",".","1.9",".",".","0.6","."
"Arithmetic Algorithms
812","001","","14","3.833","57.1","28.6",".",".",".",".",".","7.1",".",".",".",".",".","7.1",".","."
"839","001","","9","3.833","77.8","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"839","002","","57","3.904","84.2","12.3","3.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Core Topics in Computing","Course Total","","66","3.894","83.3","12.1","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"899","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"899","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"899","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","018","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","019","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","101","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"899","111","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","122","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","124","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","127","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","128","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","129","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","131","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","138","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","140","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","142","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","144","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","145","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","148","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","152","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"899","154","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","155","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","156","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","158","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","159","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","160","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"July 16, 2024","","","","","","","","","","","","","","","","","","","Page 229 of 480",""
